DATE	cout	rout
1990-03-16	0.472	2.095
1990-03-17	0.448	2.832
1990-03-18	0.435	3.426
1990-03-19	0.681	4.248
1990-03-20	2.144	5.324
1990-03-21	3.447	9.26
1990-03-22	3.257	8.552
1990-03-23	2.36	6.853
1990-03-24	1.547	5.012
1990-03-25	1.019	3.738
1990-03-26	0.723	2.662
1990-03-27	0.579	2.633
1990-03-28	0.524	4.559
1990-03-29	0.543	4.814
1990-03-30	1.888	5.72
1990-03-31	4.749	7.759
1990-04-01	8.493	8.722
1990-04-02	12.917	9.996
1990-04-03	15.255	10.421
1990-04-04	13.244	10.336
1990-04-05	9.373	7.759
1990-04-06	5.825	6.06
1990-04-07	5.275	5.748
1990-04-08	4.9	5.918
1990-04-09	3.769	6.343
1990-04-10	2.509	4.644
1990-04-11	1.582	4.417
1990-04-12	2.474	4.616
1990-04-13	6.363	5.239
1990-04-14	8.176	5.267
1990-04-15	11.376	5.635
1990-04-16	12.437	7.108
1990-04-17	10.659	7.73
1990-04-18	11.724	6.824
1990-04-19	14.888	7.306
1990-04-20	15.769	9.231
1990-04-21	16.589	10.024
1990-04-22	14.482	11.129
1990-04-23	11.212	10.59
1990-04-24	7.807	10.052
1990-04-25	5.165	8.948
1990-04-26	3.514	8.297
1990-04-27	2.551	7.674
1990-04-28	2.038	7.589
1990-04-29	1.578	6.994
1990-04-30	1.234	6.485
1990-05-01	1.612	7.229
1990-05-02	2.525	9.551
1990-05-03	4.196	11.109
1990-05-04	6.254	8.504
1990-05-05	7.343	7.427
1990-05-06	6.888	7.144
1990-05-07	5.973	7.314
1990-05-08	4.514	7.654
1990-05-09	3.315	7.088
1990-05-10	3.123	6.776
1990-05-11	3.225	6.493
1990-05-12	3.613	6.493
1990-05-13	3.891	6.153
1990-05-14	3.885	6.38
1990-05-15	3.428	6.295
1990-05-16	3.128	6.238
1990-05-17	2.913	6.21
1990-05-18	2.748	5.672
1990-05-19	3.39	5.36
1990-05-20	3.268	5.332
1990-05-21	2.75	5.332
1990-05-22	2.202	5.417
1990-05-23	2.414	4.992
1990-05-24	7.654	5.106
1990-05-25	10.419	6.295
1990-05-26	10.784	8.249
1990-05-27	10.336	7.286
1990-05-28	14.674	6.351
1990-05-29	20.018	8.334
1990-05-30	25.985	21.501
1990-05-31	29.606	16.007
1990-06-01	30.993	9.684
1990-06-02	30.854	7.844
1990-06-03	29.125	6.909
1990-06-04	26.945	6.286
1990-06-05	24.813	5.522
1990-06-06	22.866	5.182
1990-06-07	21.718	4.814
1990-06-08	20.367	4.531
1990-06-09	19.081	4.757
1990-06-10	17.756	4.389
1990-06-11	17.585	4.021
1990-06-12	16.865	3.738
1990-06-13	18.498	3.823
1990-06-14	18.377	4.332
1990-06-15	17.36	4.842
1990-06-16	16.24	4.474
1990-06-17	15.382	3.851
1990-06-18	15.156	3.341
1990-06-19	15.326	3.03
1990-06-20	15.054	2.888
1990-06-21	14.232	2.888
1990-06-22	12.709	3.37
1990-06-23	10.86	3.398
1990-06-24	9.889	2.86
1990-06-25	8.795	2.52
1990-06-26	8.363	2.294
1990-06-27	7.641	2.095
1990-06-28	7.384	1.897
1990-06-29	6.782	1.812
1990-06-30	6.35	1.699
1990-07-01	5.841	1.651
1990-07-02	5.789	1.566
1990-07-03	5.593	1.453
1990-07-04	5.041	1.453
1990-07-05	4.394	1.509
1990-07-06	4.11	1.538
1990-07-07	4.412	1.566
1990-07-08	3.987	1.594
1990-07-09	3.391	1.509
1990-07-10	3.175	1.424
1990-07-11	2.876	1.311
1990-07-12	2.553	1.141
1990-07-13	2.298	1.056
1990-07-14	2.371	1.056
1990-07-15	2.569	0.943
1990-07-16	2.439	0.858
1990-07-17	1.96	0.801
1990-07-18	1.934	0.745
1990-07-19	2.249	0.745
1990-07-20	3.014	0.745
1990-07-21	3.21	0.83
1990-07-22	2.915	1.198
1990-07-23	2.573	1.311
1990-07-24	4.433	1.085
1990-07-25	6.813	0.915
1990-07-26	7.259	1.226
1990-07-27	6.197	3.491
1990-07-28	4.957	2.868
1990-07-29	3.922	1.991
1990-07-30	2.997	1.594
1990-07-31	2.361	1.453
1990-08-01	2.012	1.096
1990-08-02	2.467	0.926
1990-08-03	2.796	1.011
1990-08-04	2.524	0.784
1990-08-05	2.091	0.643
1990-08-06	1.574	0.614
1990-08-07	1.152	0.586
1990-08-08	0.855	0.53
1990-08-09	0.675	0.473
1990-08-10	0.601	0.445
1990-08-11	0.657	0.388
1990-08-12	0.724	0.36
1990-08-13	0.63	0.32
1990-08-14	0.534	0.297
1990-08-15	0.754	0.28
1990-08-16	1.18	0.297
1990-08-17	1.705	0.36
1990-08-18	2.237	1.039
1990-08-19	2.459	0.53
1990-08-20	4.145	0.586
1990-08-21	4.716	0.558
1990-08-22	3.853	0.869
1990-08-23	2.697	0.983
1990-08-24	1.943	0.784
1990-08-25	1.916	0.671
1990-08-26	2.149	0.643
1990-08-27	2.054	0.643
1990-08-28	1.637	0.728
1990-08-29	1.224	0.728
1990-08-30	0.939	0.614
1990-08-31	0.769	0.501
1990-09-01	0.592	0.368
1990-09-02	0.468	0.311
1990-09-03	0.366	0.283
1990-09-04	0.344	0.249
1990-09-05	0.288	0.221
1990-09-06	0.211	0.21
1990-09-07	0.138	0.187
1990-09-08	0.096	0.164
1990-09-09	0.062	0.159
1990-09-10	0.059	0.133
1990-09-11	0.048	0.11
1990-09-12	0.039	0.091
1990-09-13	0.234	0.076
1990-09-14	0.457	0.065
1990-09-15	0.451	0.051
1990-09-16	0.331	0.042
1990-09-17	0.229	0.031
1990-09-18	0.149	0.031
1990-09-19	0.099	0.026
1990-09-20	0.299	0.02
1990-09-21	0.514	0.021
1990-09-22	0.525	0.02
1990-09-23	0.38	0.048
1990-09-24	0.232	0.093
1990-09-25	0.127	0.167
1990-09-26	0.066	0.17
1990-09-27	0.054	0.159
1990-09-28	0.045	0.144
1990-09-29	0.064	0.122
1990-09-30	0.061	0.113
1990-10-01	0.047	0.108
1990-10-02	0.03	0.099
1990-10-03	0.046	0.102
1990-10-04	0.089	0.144
1990-10-05	0.559	0.15
1990-10-06	1.04	0.19
1990-10-07	1.062	1.019
1990-10-08	0.829	1.557
1990-10-09	0.668	1.133
1990-10-10	0.64	0.934
1990-10-11	0.598	0.878
1990-10-12	0.52	0.878
1990-10-13	0.439	1.048
1990-10-14	0.361	1.019
1990-10-15	0.301	1.019
1990-10-16	0.268	0.963
1990-10-17	0.252	0.906
1990-10-18	0.328	0.85
1990-10-19	0.421	0.878
1990-10-20	0.429	0.85
1990-10-21	0.375	0.85
1990-10-22	0.325	0.878
1990-10-23	0.286	0.85
1990-10-24	0.269	0.765
1990-10-25	0.421	0.765
1990-10-26	0.58	0.765
1990-10-27	0.576	0.736
1990-10-28	0.528	0.736
1990-10-29	0.471	0.85
1990-10-30	0.395	0.934
1990-10-31	0.334	0.906
1990-11-01	0.283	-9999
1990-11-02	0.239	-9999
1990-11-03	0.204	-9999
1990-11-04	0.183	-9999
1990-11-05	0.171	-9999
1990-11-06	0.162	-9999
1990-11-07	0.154	-9999
1990-11-08	0.15	-9999
1990-11-09	0.188	-9999
1990-11-10	0.266	-9999
1990-11-11	0.328	-9999
1990-11-12	0.376	-9999
1990-11-13	0.396	-9999
1990-11-14	0.363	-9999
1990-11-15	0.291	-9999
1990-11-16	0.22	-9999
1990-11-17	0.17	-9999
1990-11-18	0.139	-9999
1990-11-19	0.121	-9999
1990-11-20	0.111	-9999
1990-11-21	0.105	-9999
1990-11-22	0.103	-9999
1990-11-23	0.169	-9999
1990-11-24	0.264	-9999
1990-11-25	0.31	-9999
1990-11-26	0.315	-9999
1990-11-27	0.305	-9999
1990-11-28	0.293	-9999
1990-11-29	0.283	-9999
1990-11-30	0.275	-9999
1990-12-01	0.268	-9999
1990-12-02	0.261	-9999
1990-12-03	0.254	-9999
1990-12-04	0.308	-9999
1990-12-05	0.375	-9999
1990-12-06	0.378	-9999
1990-12-07	0.339	-9999
1990-12-08	0.411	-9999
1990-12-09	0.556	-9999
1990-12-10	0.621	-9999
1990-12-11	0.563	-9999
1990-12-12	0.456	-9999
1990-12-13	0.359	-9999
1990-12-14	0.294	-9999
1990-12-15	0.254	-9999
1990-12-16	0.23	-9999
1990-12-17	0.216	-9999
1990-12-18	0.211	-9999
1990-12-19	0.214	-9999
1990-12-20	0.217	-9999
1990-12-21	0.217	-9999
1990-12-22	0.215	-9999
1990-12-23	0.213	-9999
1990-12-24	0.213	-9999
1990-12-25	0.212	-9999
1990-12-26	0.209	-9999
1990-12-27	0.217	-9999
1990-12-28	0.233	-9999
1990-12-29	0.244	-9999
1990-12-30	0.249	-9999
1990-12-31	0.249	-9999
1991-01-01	0.262	-9999
1991-01-02	0.278	-9999
1991-01-03	0.289	-9999
1991-01-04	0.293	-9999
1991-01-05	0.29	-9999
1991-01-06	0.285	-9999
1991-01-07	0.285	-9999
1991-01-08	0.286	-9999
1991-01-09	0.285	-9999
1991-01-10	0.28	-9999
1991-01-11	0.274	-9999
1991-01-12	0.72	-9999
1991-01-13	1.288	-9999
1991-01-14	1.366	-9999
1991-01-15	1.115	-9999
1991-01-16	0.83	-9999
1991-01-17	0.596	-9999
1991-01-18	0.539	-9999
1991-01-19	0.55	-9999
1991-01-20	0.496	-9999
1991-01-21	0.403	-9999
1991-01-22	0.322	-9999
1991-01-23	0.268	-9999
1991-01-24	0.249	-9999
1991-01-25	0.244	-9999
1991-01-26	0.241	-9999
1991-01-27	0.245	-9999
1991-01-28	0.251	-9999
1991-01-29	0.253	-9999
1991-01-30	0.251	-9999
1991-01-31	0.246	-9999
1991-02-01	2.014	-9999
1991-02-02	6.05	-9999
1991-02-03	9.721	-9999
1991-02-04	11.712	-9999
1991-02-05	11.635	-9999
1991-02-06	9.382	-9999
1991-02-07	6.67	-9999
1991-02-08	4.618	-9999
1991-02-09	3.017	-9999
1991-02-10	1.83	-9999
1991-02-11	1.064	-9999
1991-02-12	0.661	-9999
1991-02-13	0.472	-9999
1991-02-14	0.363	-9999
1991-02-15	1.061	-9999
1991-02-16	1.993	-9999
1991-02-17	2.16	-9999
1991-02-18	1.689	-9999
1991-02-19	1.202	-9999
1991-02-20	0.935	-9999
1991-02-21	0.742	-9999
1991-02-22	0.55	-9999
1991-02-23	0.402	-9999
1991-02-24	0.307	-9999
1991-02-25	0.255	-9999
1991-02-26	0.226	-9999
1991-02-27	0.234	-9999
1991-02-28	0.261	-9999
1991-03-01	0.278	0.878
1991-03-02	0.28	0.878
1991-03-03	0.379	0.906
1991-03-04	0.545	0.934
1991-03-05	0.61	0.934
1991-03-06	0.553	0.963
1991-03-07	0.456	0.963
1991-03-08	0.374	0.991
1991-03-09	0.318	0.991
1991-03-10	0.284	0.991
1991-03-11	0.262	1.076
1991-03-12	0.248	1.189
1991-03-13	0.237	1.246
1991-03-14	0.229	1.218
1991-03-15	0.244	1.189
1991-03-16	0.269	1.246
1991-03-17	0.278	1.388
1991-03-18	0.267	1.416
1991-03-19	0.248	1.416
1991-03-20	0.666	1.529
1991-03-21	1.682	1.586
1991-03-22	2.662	1.472
1991-03-23	2.68	1.359
1991-03-24	2.039	1.274
1991-03-25	1.356	1.246
1991-03-26	0.879	1.076
1991-03-27	0.6	0.991
1991-03-28	0.452	0.991
1991-03-29	0.378	2.237
1991-03-30	0.369	3.596
1991-03-31	1.306	4.814
1991-04-01	3.54	6.456
1991-04-02	6.221	7.249
1991-04-03	7.062	8.552
1991-04-04	7.416	7.079
1991-04-05	8.474	7.844
1991-04-06	8.044	9.345
1991-04-07	5.983	10.194
1991-04-08	3.756	8.127
1991-04-09	2.152	6.4
1991-04-10	1.194	5.38
1991-04-11	1.157	5.04
1991-04-12	1.405	4.248
1991-04-13	1.324	4.106
1991-04-14	1.017	5.125
1991-04-15	0.822	5.692
1991-04-16	0.8	5.437
1991-04-17	0.785	4.531
1991-04-18	0.82	3.71
1991-04-19	1.167	3.313
1991-04-20	2.446	3.313
1991-04-21	4.358	4.502
1991-04-22	5.939	5.805
1991-04-23	7.181	6.626
1991-04-24	7.789	7.646
1991-04-25	6.474	8.41
1991-04-26	4.396	8.07
1991-04-27	3.086	6.938
1991-04-28	3.898	7.023
1991-04-29	4.67	7.306
1991-04-30	4.501	7.702
1991-05-01	3.542	7.286
1991-05-02	2.414	6.125
1991-05-03	1.555	5.332
1991-05-04	1.055	5.077
1991-05-05	1.067	5.502
1991-05-06	3.93	5.19
1991-05-07	8.592	4.936
1991-05-08	9.17	5.757
1991-05-09	7.225	6.521
1991-05-10	4.907	6.606
1991-05-11	6.51	6.068
1991-05-12	10.4	7.682
1991-05-13	11.263	11.59
1991-05-14	9.066	9.155
1991-05-15	6.179	8.787
1991-05-16	4.118	8.419
1991-05-17	3.33	8.107
1991-05-18	4.442	8.107
1991-05-19	6.85	9.551
1991-05-20	7.962	21.303
1991-05-21	7.382	20.085
1991-05-22	6.133	12.581
1991-05-23	5.032	10.995
1991-05-24	4.338	9.806
1991-05-25	3.727	9.41
1991-05-26	3.229	8.702
1991-05-27	2.848	7.824
1991-05-28	2.587	7.201
1991-05-29	2.403	6.918
1991-05-30	2.531	6.635
1991-05-31	2.736	6.351
1991-06-01	2.785	6.286
1991-06-02	2.83	5.862
1991-06-03	2.99	5.465
1991-06-04	3.289	5.239
1991-06-05	6.599	5.465
1991-06-06	8.557	6.598
1991-06-07	8.411	9.628
1991-06-08	7.48	8.07
1991-06-09	6.694	6.626
1991-06-10	6.402	5.72
1991-06-11	7.919	5.154
1991-06-12	8.925	4.955
1991-06-13	8.793	6.06
1991-06-14	7.81	5.38
1991-06-15	6.62	4.672
1991-06-16	5.691	4.248
1991-06-17	5.022	3.964
1991-06-18	4.493	3.71
1991-06-19	7.412	3.653
1991-06-20	21.468	6.371
1991-06-21	37.428	33.782
1991-06-22	39.578	75.691
1991-06-23	34.473	36.897
1991-06-24	28.322	20.388
1991-06-25	24.162	13.988
1991-06-26	21.241	14.895
1991-06-27	20.395	11.497
1991-06-28	20.383	10.59
1991-06-29	19.872	16.48
1991-06-30	19.85	15.772
1991-07-01	18.822	20.312
1991-07-02	17.411	12.213
1991-07-03	15.995	8.164
1991-07-04	14.612	6.918
1991-07-05	13.375	6.012
1991-07-06	12.265	5.275
1991-07-07	11.27	4.709
1991-07-08	10.46	4.341
1991-07-09	9.956	4.284
1991-07-10	11.079	4.143
1991-07-11	11.376	4.114
1991-07-12	10.337	3.973
1991-07-13	9.057	3.661
1991-07-14	7.96	3.35
1991-07-15	7.121	3.067
1991-07-16	6.508	2.812
1991-07-17	6.046	2.585
1991-07-18	5.538	2.387
1991-07-19	5.116	2.189
1991-07-20	4.792	2.076
1991-07-21	4.536	1.991
1991-07-22	4.319	1.877
1991-07-23	4.125	1.764
1991-07-24	3.951	1.679
1991-07-25	3.805	1.651
1991-07-26	3.685	1.538
1991-07-27	3.538	1.453
1991-07-28	3.256	1.339
1991-07-29	2.965	1.283
1991-07-30	2.841	1.198
1991-07-31	2.576	1.113
1991-08-01	2.774	0.983
1991-08-02	3.114	1.068
1991-08-03	2.908	1.266
1991-08-04	2.486	1.407
1991-08-05	2.381	1.209
1991-08-06	2.477	1.237
1991-08-07	2.136	1.464
1991-08-08	1.804	2.427
1991-08-09	1.691	2.455
1991-08-10	2.061	1.606
1991-08-11	3.185	1.464
1991-08-12	4.798	1.407
1991-08-13	5.154	2.427
1991-08-14	4.34	3.871
1991-08-15	3.351	2.653
1991-08-16	2.568	1.974
1991-08-17	2.062	1.634
1991-08-18	1.77	1.521
1991-08-19	1.424	1.294
1991-08-20	1.17	1.322
1991-08-21	1.011	1.068
1991-08-22	0.959	0.898
1991-08-23	0.809	0.784
1991-08-24	0.793	0.728
1991-08-25	0.732	0.671
1991-08-26	0.706	0.643
1991-08-27	0.589	0.586
1991-08-28	0.548	0.558
1991-08-29	0.576	0.53
1991-08-30	0.61	0.501
1991-08-31	0.5	0.501
1991-09-01	0.399	0.425
1991-09-02	0.364	0.396
1991-09-03	0.376	0.368
1991-09-04	0.328	0.34
1991-09-05	0.339	0.34
1991-09-06	0.285	0.368
1991-09-07	0.283	0.368
1991-09-08	0.57	0.396
1991-09-09	0.953	0.425
1991-09-10	1.081	0.481
1991-09-11	0.982	0.708
1991-09-12	0.76	0.793
1991-09-13	0.565	0.708
1991-09-14	0.802	0.736
1991-09-15	1.162	0.708
1991-09-16	1.277	0.793
1991-09-17	1.249	1.019
1991-09-18	1.094	0.934
1991-09-19	0.896	0.906
1991-09-20	0.742	0.963
1991-09-21	0.723	0.934
1991-09-22	0.741	0.878
1991-09-23	0.746	0.906
1991-09-24	0.722	1.303
1991-09-25	0.606	1.133
1991-09-26	0.448	0.963
1991-09-27	0.292	0.85
1991-09-28	0.186	0.821
1991-09-29	0.113	0.793
1991-09-30	0.09	0.765
1991-10-01	0.075	0.736
1991-10-02	0.064	0.708
1991-10-03	0.079	0.765
1991-10-04	0.129	0.736
1991-10-05	0.137	0.765
1991-10-06	0.145	0.878
1991-10-07	0.125	0.878
1991-10-08	0.104	0.878
1991-10-09	0.077	0.821
1991-10-10	0.06	0.793
1991-10-11	0.042	0.765
1991-10-12	0.027	0.736
1991-10-13	0.026	0.708
1991-10-14	0.033	0.68
1991-10-15	0.031	0.68
1991-10-16	0.026	0.651
1991-10-17	0.042	0.68
1991-10-18	0.074	0.708
1991-10-19	0.113	0.821
1991-10-20	0.111	1.019
1991-10-21	0.154	0.991
1991-10-22	0.213	0.963
1991-10-23	0.227	0.821
1991-10-24	0.213	0.793
1991-10-25	0.195	0.793
1991-10-26	0.188	0.765
1991-10-27	0.194	0.765
1991-10-28	0.201	0.736
1991-10-29	0.206	0.736
1991-10-30	0.207	0.736
1991-10-31	0.206	0.736
1991-11-01	0.206	-9999
1991-11-02	0.205	-9999
1991-11-03	0.202	-9999
1991-11-04	0.199	-9999
1991-11-05	0.197	-9999
1991-11-06	0.199	-9999
1991-11-07	0.199	-9999
1991-11-08	0.442	-9999
1991-11-09	0.67	-9999
1991-11-10	0.663	-9999
1991-11-11	0.537	-9999
1991-11-12	0.529	-9999
1991-11-13	0.566	-9999
1991-11-14	0.496	-9999
1991-11-15	0.379	-9999
1991-11-16	0.285	-9999
1991-11-17	0.23	-9999
1991-11-18	0.199	-9999
1991-11-19	0.177	-9999
1991-11-20	0.17	-9999
1991-11-21	0.175	-9999
1991-11-22	0.177	-9999
1991-11-23	0.173	-9999
1991-11-24	0.168	-9999
1991-11-25	0.174	-9999
1991-11-26	0.179	-9999
1991-11-27	0.174	-9999
1991-11-28	0.165	-9999
1991-11-29	0.157	-9999
1991-11-30	0.152	-9999
1991-12-01	0.148	-9999
1991-12-02	0.145	-9999
1991-12-03	0.141	-9999
1991-12-04	0.146	-9999
1991-12-05	0.187	-9999
1991-12-06	0.233	-9999
1991-12-07	0.235	-9999
1991-12-08	0.206	-9999
1991-12-09	0.185	-9999
1991-12-10	0.177	-9999
1991-12-11	0.165	-9999
1991-12-12	0.152	-9999
1991-12-13	0.145	-9999
1991-12-14	0.143	-9999
1991-12-15	0.143	-9999
1991-12-16	0.142	-9999
1991-12-17	0.139	-9999
1991-12-18	0.136	-9999
1991-12-19	0.133	-9999
1991-12-20	0.13	-9999
1991-12-21	0.127	-9999
1991-12-22	0.124	-9999
1991-12-23	0.121	-9999
1991-12-24	0.118	-9999
1991-12-25	0.114	-9999
1991-12-26	0.111	-9999
1991-12-27	0.108	-9999
1991-12-28	0.106	-9999
1991-12-29	0.106	-9999
1991-12-30	0.104	-9999
1991-12-31	0.1	-9999
1992-01-01	0.096	-9999
1992-01-02	0.095	-9999
1992-01-03	0.096	-9999
1992-01-04	0.094	-9999
1992-01-05	0.091	-9999
1992-01-06	0.087	-9999
1992-01-07	0.086	-9999
1992-01-08	0.085	-9999
1992-01-09	0.084	-9999
1992-01-10	0.43	-9999
1992-01-11	0.792	-9999
1992-01-12	0.777	-9999
1992-01-13	0.565	-9999
1992-01-14	0.365	-9999
1992-01-15	0.234	-9999
1992-01-16	0.165	-9999
1992-01-17	0.134	-9999
1992-01-18	0.122	-9999
1992-01-19	0.153	-9999
1992-01-20	0.178	-9999
1992-01-21	0.17	-9999
1992-01-22	0.147	-9999
1992-01-23	0.127	-9999
1992-01-24	0.12	-9999
1992-01-25	0.122	-9999
1992-01-26	0.121	-9999
1992-01-27	0.119	-9999
1992-01-28	0.219	-9999
1992-01-29	0.536	-9999
1992-01-30	1.011	-9999
1992-01-31	1.606	-9999
1992-02-01	1.835	-9999
1992-02-02	1.515	-9999
1992-02-03	1.008	-9999
1992-02-04	0.596	-9999
1992-02-05	0.337	-9999
1992-02-06	0.196	-9999
1992-02-07	0.125	-9999
1992-02-08	0.091	-9999
1992-02-09	0.075	-9999
1992-02-10	0.069	-9999
1992-02-11	0.067	-9999
1992-02-12	0.065	-9999
1992-02-13	0.064	-9999
1992-02-14	0.063	-9999
1992-02-15	0.061	-9999
1992-02-16	0.06	-9999
1992-02-17	0.059	-9999
1992-02-18	0.058	-9999
1992-02-19	0.057	-9999
1992-02-20	0.057	-9999
1992-02-21	0.058	-9999
1992-02-22	0.164	-9999
1992-02-23	0.276	-9999
1992-02-24	0.275	-9999
1992-02-25	0.222	-9999
1992-02-26	0.339	-9999
1992-02-27	0.528	-9999
1992-02-28	0.538	-9999
1992-02-29	0.435	-9999
1992-03-01	0.326	2.407
1992-03-02	0.256	2.294
1992-03-03	0.207	2.209
1992-03-04	0.147	2.01
1992-03-05	0.099	1.756
1992-03-06	0.084	1.501
1992-03-07	0.079	1.472
1992-03-08	0.069	1.359
1992-03-09	0.057	1.274
1992-03-10	0.096	1.303
1992-03-11	0.229	1.388
1992-03-12	0.431	1.416
1992-03-13	0.606	1.557
1992-03-14	0.613	1.529
1992-03-15	0.465	1.586
1992-03-16	0.38	1.614
1992-03-17	0.459	1.756
1992-03-18	0.517	2.152
1992-03-19	0.449	2.067
1992-03-20	0.32	2.01
1992-03-21	0.207	1.869
1992-03-22	0.129	1.614
1992-03-23	0.085	1.557
1992-03-24	0.06	1.501
1992-03-25	0.046	1.444
1992-03-26	0.061	1.416
1992-03-27	0.264	1.331
1992-03-28	0.47	1.331
1992-03-29	0.455	1.359
1992-03-30	0.321	1.359
1992-03-31	0.213	1.303
1992-04-01	0.217	1.218
1992-04-02	0.31	1.218
1992-04-03	0.353	1.218
1992-04-04	0.34	1.331
1992-04-05	0.253	1.416
1992-04-06	0.158	1.501
1992-04-07	0.093	1.444
1992-04-08	0.057	1.246
1992-04-09	0.038	1.218
1992-04-10	0.033	1.161
1992-04-11	0.038	1.133
1992-04-12	0.048	1.133
1992-04-13	0.82	1.303
1992-04-14	2.013	1.246
1992-04-15	2.345	1.416
1992-04-16	1.858	1.416
1992-04-17	1.202	1.388
1992-04-18	0.699	1.359
1992-04-19	0.403	1.359
1992-04-20	0.245	1.557
1992-04-21	0.418	1.897
1992-04-22	0.648	1.841
1992-04-23	0.612	1.784
1992-04-24	0.425	2.209
1992-04-25	0.254	1.784
1992-04-26	0.143	1.501
1992-04-27	0.114	1.331
1992-04-28	0.121	1.189
1992-04-29	0.111	1.104
1992-04-30	0.09	1.019
1992-05-01	0.065	1.085
1992-05-02	0.045	1.056
1992-05-03	0.032	1.028
1992-05-04	0.024	0.971
1992-05-05	0.019	0.886
1992-05-06	0.017	0.83
1992-05-07	0.015	0.716
1992-05-08	0.014	0.631
1992-05-09	0.014	0.49
1992-05-10	0.019	0.433
1992-05-11	0.032	0.433
1992-05-12	0.043	0.462
1992-05-13	0.043	0.518
1992-05-14	0.034	0.547
1992-05-15	0.025	0.773
1992-05-16	0.019	0.83
1992-05-17	0.016	0.745
1992-05-18	0.013	0.716
1992-05-19	0.01	0.745
1992-05-20	0.014	0.773
1992-05-21	0.12	0.688
1992-05-22	0.223	0.547
1992-05-23	0.197	0.603
1992-05-24	0.13	0.688
1992-05-25	0.075	0.631
1992-05-26	0.041	0.575
1992-05-27	0.023	0.518
1992-05-28	0.014	0.49
1992-05-29	0.01	0.49
1992-05-30	0.344	0.49
1992-05-31	0.648	0.462
1992-06-01	0.617	0.51
1992-06-02	0.423	0.51
1992-06-03	0.245	0.481
1992-06-04	0.13	0.481
1992-06-05	0.074	0.396
1992-06-06	0.1	0.36
1992-06-07	0.153	0.343
1992-06-08	0.155	0.309
1992-06-09	0.113	0.292
1992-06-10	0.069	0.331
1992-06-11	0.039	0.309
1992-06-12	0.031	0.297
1992-06-13	1.972	0.328
1992-06-14	3.876	0.345
1992-06-15	4.623	0.453
1992-06-16	4.32	1.784
1992-06-17	3.434	2.124
1992-06-18	2.449	2.35
1992-06-19	1.571	1.812
1992-06-20	0.933	1.416
1992-06-21	0.538	1.133
1992-06-22	0.32	0.878
1992-06-23	0.207	0.68
1992-06-24	0.143	0.538
1992-06-25	0.104	0.425
1992-06-26	0.133	0.357
1992-06-27	0.21	0.334
1992-06-28	0.255	0.311
1992-06-29	1.653	0.314
1992-06-30	3.736	0.736
1992-07-01	4.629	1.056
1992-07-02	4.72	3.152
1992-07-03	3.956	2.953
1992-07-04	2.881	2.557
1992-07-05	2.084	2.302
1992-07-06	1.514	2.189
1992-07-07	1.108	2.359
1992-07-08	0.978	1.906
1992-07-09	4.303	1.906
1992-07-10	6.779	1.934
1992-07-11	6.631	3.52
1992-07-12	5.103	3.916
1992-07-13	3.502	3.265
1992-07-14	2.387	2.246
1992-07-15	1.718	1.623
1992-07-16	1.319	1.226
1992-07-17	1.074	1
1992-07-18	1.408	0.83
1992-07-19	2.459	0.83
1992-07-20	2.834	0.915
1992-07-21	2.458	1.028
1992-07-22	2.017	1.056
1992-07-23	2.896	1
1992-07-24	3.255	2.472
1992-07-25	2.854	2.246
1992-07-26	2.244	1.424
1992-07-27	1.779	1.113
1992-07-28	1.472	0.943
1992-07-29	1.354	1.113
1992-07-30	1.154	0.745
1992-07-31	1.002	0.688
1992-08-01	0.981	0.643
1992-08-02	1.353	0.813
1992-08-03	1.97	0.784
1992-08-04	1.995	0.926
1992-08-05	1.643	0.586
1992-08-06	1.243	0.445
1992-08-07	0.926	0.36
1992-08-08	0.712	0.314
1992-08-09	0.578	0.283
1992-08-10	0.492	0.261
1992-08-11	0.431	0.244
1992-08-12	0.35	0.229
1992-08-13	0.246	0.215
1992-08-14	0.156	0.201
1992-08-15	0.093	0.187
1992-08-16	0.055	0.181
1992-08-17	0.037	0.17
1992-08-18	0.04	0.161
1992-08-19	0.047	0.15
1992-08-20	0.041	0.147
1992-08-21	0.1	0.156
1992-08-22	0.215	0.201
1992-08-23	0.314	0.297
1992-08-24	0.346	0.388
1992-08-25	0.372	0.263
1992-08-26	0.723	0.473
1992-08-27	1.608	0.756
1992-08-28	1.965	1.011
1992-08-29	1.669	0.954
1992-08-30	1.166	0.756
1992-08-31	0.745	0.643
1992-09-01	0.468	0.566
1992-09-02	0.311	0.51
1992-09-03	0.228	0.453
1992-09-04	0.197	0.396
1992-09-05	0.203	0.34
1992-09-06	0.21	0.311
1992-09-07	0.196	0.283
1992-09-08	0.156	0.269
1992-09-09	0.106	0.263
1992-09-10	0.064	0.266
1992-09-11	0.036	0.258
1992-09-12	0.23	0.269
1992-09-13	0.617	0.275
1992-09-14	0.698	0.28
1992-09-15	0.542	0.311
1992-09-16	0.371	0.481
1992-09-17	0.244	0.708
1992-09-18	0.152	0.793
1992-09-19	0.089	0.708
1992-09-20	0.05	0.595
1992-09-21	0.027	0.51
1992-09-22	0.014	0.453
1992-09-23	0.008	0.396
1992-09-24	0.005	0.368
1992-09-25	0.024	0.368
1992-09-26	0.447	0.368
1992-09-27	0.806	0.368
1992-09-28	0.756	0.368
1992-09-29	0.522	0.396
1992-09-30	0.305	0.481
1992-10-01	0.161	0.566
1992-10-02	0.08	0.51
