DATE	cout	rout
1989-05-27	52.725	40.513
1989-05-28	60.934	42.328
1989-05-29	49.498	40.485
1989-05-30	38.201	37.074
1989-05-31	36.573	38.978
1989-06-01	38.953	43.919
1989-06-02	52.49	61.354
1989-06-03	65.364	75.92
1989-06-04	61.664	83.614
1989-06-05	61.214	92.749
1989-06-06	68.443	102.82
1989-06-07	75.238	112.941
1989-06-08	83.468	114.289
1989-06-09	89.278	115.626
1989-06-10	232.954	124.948
1989-06-11	243.985	198.483
1989-06-12	191.094	183.742
1989-06-13	151.922	157.538
1989-06-14	135.429	142.093
1989-06-15	130.924	136.638
1989-06-16	124.98	133.962
1989-06-17	115.814	122.817
1989-06-18	107.788	110.034
1989-06-19	101.39	100.393
1989-06-20	94.55	92.796
1989-06-21	85.197	82.708
1989-06-22	82.175	74.907
1989-06-23	88.702	70.49
1989-06-24	94.929	65.537
1989-06-25	104.463	67.553
1989-06-26	95.8	67.284
1989-06-27	89.796	67.338
1989-06-28	91.265	65.726
1989-06-29	96.354	63.79
1989-06-30	103.122	64.789
1989-07-01	107.187	65.016
1989-07-02	106.768	63.195
1989-07-03	103.208	58.782
1989-07-04	98.355	56.224
1989-07-05	92.523	54.796
1989-07-06	86.03	51.118
1989-07-07	79.745	47.296
1989-07-08	74.234	48.117
1989-07-09	70.64	48.401
1989-07-10	83.938	39.732
1989-07-11	75.281	37.729
1989-07-12	81.284	37.605
1989-07-13	170.163	46.225
1989-07-14	171.685	61.993
1989-07-15	138.222	62.201
1989-07-16	109.443	64.254
1989-07-17	91.04	64.613
1989-07-18	77.396	61.953
1989-07-19	70.279	55.504
1989-07-20	63.106	49.195
1989-07-21	52.716	47.885
1989-07-22	43.176	47.291
1989-07-23	35.723	44.495
1989-07-24	33.89	41.28
1989-07-25	35.993	41.909
1989-07-26	29.303	42.561
1989-07-27	26.257	40.692
1989-07-28	21.088	38.307
1989-07-29	16.778	32.678
1989-07-30	13.982	27.509
1989-07-31	12.066	26.875
1989-08-01	14.322	28.295
1989-08-02	14.227	29.228
1989-08-03	11.578	28.451
1989-08-04	9.583	25.623
1989-08-05	9.194	23.897
1989-08-06	8.179	22.808
1989-08-07	9.222	21.505
1989-08-08	13.09	18.787
1989-08-09	14.734	17.398
1989-08-10	14.806	19.348
1989-08-11	13.631	20.155
1989-08-12	10.915	20.596
1989-08-13	18.982	21.843
1989-08-14	22.952	20.356
1989-08-15	21.265	19.904
1989-08-16	16.114	19.424
1989-08-17	12.291	17.699
1989-08-18	9.73	15.633
1989-08-19	16.705	14.799
1989-08-20	14.191	14.276
1989-08-21	11.027	14.233
1989-08-22	9.533	14.472
1989-08-23	19.543	15.093
1989-08-24	107.029	19.577
1989-08-25	174.963	39.142
1989-08-26	167.593	56.917
1989-08-27	131.249	54.824
1989-08-28	94.864	52.761
1989-08-29	66.895	53.488
1989-08-30	50.017	49.191
1989-08-31	36.302	39.47
1989-09-01	26.766	32.467
1989-09-02	24.982	32.535
1989-09-03	22.116	33.658
1989-09-04	17.283	33.688
1989-09-05	30.914	32.511
1989-09-06	28.878	32.299
1989-09-07	29.3	30.724
1989-09-08	32.973	30.34
1989-09-09	30.767	29.333
1989-09-10	25.059	28.652
1989-09-11	17.262	27.192
1989-09-12	15.741	25.816
1989-09-13	14.595	24.228
1989-09-14	11.99	21.678
1989-09-15	9.175	20.176
1989-09-16	7.237	19.779
1989-09-17	39.377	20.304
1989-09-18	38.024	23.21
1989-09-19	25.388	22.235
1989-09-20	18.487	21.187
1989-09-21	14.895	20.789
1989-09-22	12.366	19.684
1989-09-23	9.858	19.13
1989-09-24	7.525	18.534
1989-09-25	5.66	18.208
1989-09-26	4.284	17.655
1989-09-27	3.288	17.116
1989-09-28	2.574	16.577
1989-09-29	2.191	16.039
1989-09-30	12.894	15.628
1989-10-01	14.083	16.12
1989-10-02	9.839	15.334
1989-10-03	7.061	14.706
1989-10-04	7.694	14.446
1989-10-05	6.402	13.523
1989-10-06	5.636	13.114
1989-10-07	5.774	13.259
1989-10-08	5.706	12.675
1989-10-09	4.964	12.194
1989-10-10	26.678	11.676
1989-10-11	28.828	12.045
1989-10-12	23.994	11.424
1989-10-13	22.801	11.923
1989-10-14	22.153	13.689
1989-10-15	18.452	14.09
1989-10-16	14.194	13.988
1989-10-17	10.715	13.427
1989-10-18	8.733	13.591
1989-10-19	7.621	13.977
1989-10-20	7.188	14.92
1989-10-21	7.855	16.436
1989-10-22	7.74	17.843
1989-10-23	7.587	20.032
1989-10-24	7.084	21.794
1989-10-25	6.176	24.146
1989-10-26	5.129	23.867
1989-10-27	4.198	20.516
1989-10-28	3.427	18.153
1989-10-29	2.804	16.951
1989-10-30	7.054	15.055
1989-10-31	4.593	13.655
1989-11-01	2.231	14.901
1989-11-02	1.575	14.245
1989-11-03	8.428	13.805
1989-11-04	11.193	13.689
1989-11-05	6.859	13.364
1989-11-06	4.859	12.968
1989-11-07	4.188	12.955
1989-11-08	4.157	13.243
1989-11-09	13.776	14.311
1989-11-10	25.5	28.071
1989-11-11	50.613	69.113
1989-11-12	51.156	88.169
1989-11-13	42.981	86.418
1989-11-14	36.11	83.24
1989-11-15	29.661	75.748
1989-11-16	23.402	66.696
1989-11-17	18.345	57.04
1989-11-18	17.152	50.415
1989-11-19	15.632	45.644
1989-11-20	12.5	42.907
1989-11-21	9.568	40.842
1989-11-22	7.761	37.79
1989-11-23	6.551	35.018
1989-11-24	5.534	32.92
1989-11-25	4.645	30.693
1989-11-26	3.911	28.598
1989-11-27	3.341	26.567
1989-11-28	2.906	24.578
1989-11-29	2.575	23.296
1989-11-30	2.321	21.8
1989-12-01	2.121	20.128
1989-12-02	1.962	18.81
1989-12-03	9.503	17.419
1989-12-04	11.101	18.953
1989-12-05	9.026	22.71
1989-12-06	7.544	22.921
1989-12-07	6.782	21.405
1989-12-08	9.582	20.417
1989-12-09	8.247	20.313
1989-12-10	6.153	18.415
1989-12-11	4.945	16.97
1989-12-12	4.155	17.012
1989-12-13	3.535	16.777
1989-12-14	6.01	16.252
1989-12-15	4.556	15.738
1989-12-16	2.923	15.092
1989-12-17	2.298	14.324
1989-12-18	2.02	13.665
1989-12-19	1.839	12.934
1989-12-20	1.703	12.736
1989-12-21	1.593	12.452
1989-12-22	1.501	11.831
1989-12-23	6.601	11.734
1989-12-24	4.899	11.689
1989-12-25	3.772	11.548
1989-12-26	7.393	11.244
1989-12-27	12.616	10.703
1989-12-28	9.198	10.258
1989-12-29	4.713	9.85
1989-12-30	2.605	8.705
1989-12-31	1.807	8.28
1990-01-01	1.517	7.831
1990-01-02	1.285	6.982
1990-01-03	1.108	6.448
1990-01-04	0.995	6.003
1990-01-05	0.936	5.771
1990-01-06	7.974	5.941
1990-01-07	14.277	6.016
1990-01-08	12.533	6.091
1990-01-09	14.291	6.638
1990-01-10	12.04	8.599
1990-01-11	8.694	7.957
1990-01-12	6.67	8.333
1990-01-13	8.409	8.737
1990-01-14	7.52	8.896
1990-01-15	5.717	9.786
1990-01-16	4.483	10.447
1990-01-17	3.678	11.332
1990-01-18	3.09	11.651
1990-01-19	2.639	11.955
1990-01-20	2.292	11.847
1990-01-21	3.229	11.005
1990-01-22	4.811	10.181
1990-01-23	3.851	10.29
1990-01-24	2.592	10.091
1990-01-25	2.003	10.271
1990-01-26	1.749	9.257
1990-01-27	1.566	9.27
1990-01-28	1.425	9.737
1990-01-29	1.321	9.279
1990-01-30	1.241	9.361
1990-01-31	1.176	9.508
1990-02-01	1.12	9.641
1990-02-02	1.07	9.254
1990-02-03	5.02	8.71
1990-02-04	3.39	8.04
1990-02-05	2.224	7.809
1990-02-06	1.804	7.37
1990-02-07	1.441	6.982
1990-02-08	1.183	6.982
1990-02-09	1.011	6.647
1990-02-10	12.27	6.595
1990-02-11	17.947	7.034
1990-02-12	13.7	7.37
1990-02-13	9.154	7.086
1990-02-14	6.614	7.138
1990-02-15	5.12	7.451
1990-02-16	4.073	7.844
1990-02-17	3.252	8.312
1990-02-18	2.669	8.312
1990-02-19	2.275	7.792
1990-02-20	1.983	6.884
1990-02-21	1.773	6.728
1990-02-22	7.062	6.624
1990-02-23	5.295	6.624
1990-02-24	4.763	6.535
1990-02-25	6.823	6.393
1990-02-26	6.049	6.341
1990-02-27	4.451	6.237
1990-02-28	3.323	5.902
1990-03-01	2.481	5.953
1990-03-02	2.316	5.953
1990-03-03	2.055	5.896
1990-03-04	2.704	5.612
1990-03-05	4.843	5.612
1990-03-06	4.443	5.98
1990-03-07	4.861	6.062
1990-03-08	4.39	6.46
1990-03-09	4.143	5.891
1990-03-10	4.557	6.119
1990-03-11	9.883	6.176
1990-03-12	8.08	6.063
1990-03-13	8.57	5.732
1990-03-14	5.892	5.136
1990-03-15	10.28	5.249
1990-03-16	7.775	5.305
1990-03-17	5.23	5.475
1990-03-18	4.308	5.616
1990-03-19	12.722	6.834
1990-03-20	14.794	8.223
1990-03-21	16.575	8.424
1990-03-22	14.77	7.547
1990-03-23	12.047	7.745
1990-03-24	9.858	7.348
1990-03-25	8.086	7.291
1990-03-26	6.641	7.375
1990-03-27	7.593	7.516
1990-03-28	11.5	7.629
1990-03-29	10.898	7.856
1990-03-30	9.869	8.679
1990-03-31	10.228	9.9
1990-04-01	11.911	11.304
1990-04-02	15.936	13.786
1990-04-03	15.108	17.154
1990-04-04	18.607	17.438
1990-04-05	17.928	16.446
1990-04-06	15.009	16.114
1990-04-07	13.725	16.849
1990-04-08	17.682	17.888
1990-04-09	15.155	17.916
1990-04-10	11.502	17.859
1990-04-11	9.197	18.018
1990-04-12	25.181	18.745
1990-04-13	23.821	19.075
1990-04-14	16.771	19.406
1990-04-15	20.726	21.078
1990-04-16	23.181	22.817
1990-04-17	18.565	23.479
1990-04-18	18.172	25.038
1990-04-19	18.152	25.384
1990-04-20	21.737	27.742
1990-04-21	26.64	36.672
1990-04-22	26.375	46.102
1990-04-23	24.809	51.657
1990-04-24	22.935	55.922
1990-04-25	21.162	56.253
1990-04-26	26.599	57.876
1990-04-27	23.23	58.643
1990-04-28	18.17	54.759
1990-04-29	15.53	49.101
1990-04-30	26.238	37.602
1990-05-01	29.032	33.77
1990-05-02	26.206	37.256
1990-05-03	20.717	36.474
1990-05-04	24.384	35.842
1990-05-05	32.41	38.147
1990-05-06	34.278	47.903
1990-05-07	36.818	61.34
1990-05-08	32.959	59.029
1990-05-09	28.311	57.568
1990-05-10	24.706	56.108
1990-05-11	22.948	53.036
1990-05-12	28.098	48.748
1990-05-13	28.926	46.37
1990-05-14	28.321	45.675
1990-05-15	27.457	46.678
1990-05-16	29.043	44.725
1990-05-17	28.593	42.217
1990-05-18	26.673	42.091
1990-05-19	26.001	42.507
1990-05-20	23.367	42.8
1990-05-21	22.013	43.514
1990-05-22	22.287	43.208
1990-05-23	30.411	42.178
1990-05-24	62.301	49.938
1990-05-25	76.963	64.896
1990-05-26	65.374	66.482
1990-05-27	54.617	67.113
1990-05-28	80.482	68.16
1990-05-29	131.562	91.769
1990-05-30	139.588	108.586
1990-05-31	122.079	113.121
1990-06-01	97.396	105.812
1990-06-02	83.755	95.632
1990-06-03	68.415	86.497
1990-06-04	57.93	80.883
1990-06-05	52.249	73.987
1990-06-06	50.403	68.149
1990-06-07	55.848	67.295
1990-06-08	56.83	69.223
1990-06-09	62.545	66.854
1990-06-10	75.018	71.152
1990-06-11	74.693	82.073
1990-06-12	65.094	76.219
1990-06-13	75.663	74.495
1990-06-14	73.154	72.412
1990-06-15	62.735	65.887
1990-06-16	60.416	61.434
1990-06-17	67.093	61.502
1990-06-18	75.715	65.407
1990-06-19	85.023	66.742
1990-06-20	105.819	73.84
1990-06-21	113.268	83.184
1990-06-22	124.911	84.921
1990-06-23	138.584	89.911
1990-06-24	144.823	97.218
1990-06-25	145.283	100.859
1990-06-26	144.972	101.656
1990-06-27	144.566	103.12
1990-06-28	142.281	103.695
1990-06-29	138.867	100.011
1990-06-30	136.501	95.631
1990-07-01	136.184	93.907
1990-07-02	139.94	85.422
1990-07-03	136.259	83.072
1990-07-04	127.064	81.036
1990-07-05	117.886	78.827
1990-07-06	117.877	77.568
1990-07-07	106.203	76.585
1990-07-08	91.282	73.244
1990-07-09	79.86	70.059
1990-07-10	71.951	65.565
1990-07-11	66.346	58.021
1990-07-12	63.081	54.895
1990-07-13	61.706	54.007
1990-07-14	60.916	57.792
1990-07-15	60.017	57.11
1990-07-16	58.746	56.652
1990-07-17	56.833	56.993
1990-07-18	56.022	54.269
1990-07-19	59.597	49.167
1990-07-20	59.23	46.215
1990-07-21	50.436	41.907
1990-07-22	41.655	38.257
1990-07-23	39.012	35.803
1990-07-24	82.941	34.81
1990-07-25	111.521	36.936
1990-07-26	92.636	41.035
1990-07-27	69.982	44.577
1990-07-28	59.351	45.456
1990-07-29	45.985	43.859
1990-07-30	35.709	41.071
1990-07-31	28.377	39.27
1990-08-01	22.583	39.034
1990-08-02	37.528	37.295
1990-08-03	30.182	35.58
1990-08-04	19.128	33.752
1990-08-05	13.902	30.225
1990-08-06	11.256	28.623
1990-08-07	9.451	27.813
1990-08-08	8.101	27.268
1990-08-09	7.328	26.613
1990-08-10	6.965	25.956
1990-08-11	6.995	25.217
1990-08-12	6.505	24.661
1990-08-13	5.947	23.759
1990-08-14	5.382	22.981
1990-08-15	13.08	20.779
1990-08-16	18.173	21.125
1990-08-17	22.715	21.288
1990-08-18	23.653	21.239
1990-08-19	40.529	20.769
1990-08-20	54.585	22.628
1990-08-21	42.327	22.338
1990-08-22	29.6	22.005
1990-08-23	22.695	22.501
1990-08-24	23.89	22.141
1990-08-25	24.777	21.239
1990-08-26	24.768	20.448
1990-08-27	18.524	18.206
1990-08-28	13.113	16.682
1990-08-29	9.884	16.414
1990-08-30	8.596	16.572
1990-08-31	7.533	16.243
1990-09-01	6.263	16.063
1990-09-02	5.114	15.466
1990-09-03	4.148	15.179
1990-09-04	3.38	14.886
1990-09-05	2.792	14.458
1990-09-06	2.344	14.125
1990-09-07	2.014	14.001
1990-09-08	1.766	13.226
1990-09-09	1.578	12.943
1990-09-10	1.436	12.533
1990-09-11	1.329	12.183
1990-09-12	1.295	11.917
1990-09-13	12.023	11.684
1990-09-14	10.067	11.397
1990-09-15	5.969	9.847
1990-09-16	4.386	9.288
1990-09-17	3.716	9.271
1990-09-18	3.032	9.243
1990-09-19	2.948	8.921
1990-09-20	9.897	9.137
1990-09-21	8.127	8.9
1990-09-22	4.927	8.03
1990-09-23	3.445	7.715
1990-09-24	2.684	7.57
1990-09-25	2.15	7.56
1990-09-26	1.743	7.57
1990-09-27	1.43	7.552
1990-09-28	1.396	7.581
1990-09-29	1.214	7.531
1990-09-30	1.022	6.367
1990-10-01	2.381	5.842
1990-10-02	4.32	6.732
1990-10-03	5.047	6.845
1990-10-04	31.984	11.121
1990-10-05	84.527	39.119
1990-10-06	92.643	44.268
1990-10-07	79.457	37.446
1990-10-08	67.005	34.039
1990-10-09	56.093	32.865
1990-10-10	49.446	42.291
1990-10-11	35.771	41.1
1990-10-12	25.337	35.044
1990-10-13	18.457	30.588
1990-10-14	13.41	27.126
1990-10-15	10.314	24.52
1990-10-16	8.484	22.783
1990-10-17	6.162	21.583
1990-10-18	8.304	20.106
1990-10-19	8.068	18.955
1990-10-20	5.345	17.528
1990-10-21	4.011	16.908
1990-10-22	3.586	15.8
1990-10-23	2.989	14.899
1990-10-24	3.114	14.186
1990-10-25	13.293	13.427
1990-10-26	19.741	14.95
1990-10-27	17.78	15.64
1990-10-28	20.279	15.757
1990-10-29	18.758	15.922
1990-10-30	17.895	16.153
1990-10-31	16.313	23.119
1990-11-01	14.271	28.077
1990-11-02	10.966	26.468
1990-11-03	8.259	24.976
1990-11-04	8.336	24.554
1990-11-05	6.09	23.444
1990-11-06	4.13	22.007
1990-11-07	3.352	21.705
1990-11-08	3.379	20.812
1990-11-09	6.427	21.13
1990-11-10	11.453	33.122
1990-11-11	15.707	40.736
1990-11-12	20.259	36.889
1990-11-13	24.135	35.289
1990-11-14	23.691	33.679
1990-11-15	21.037	31.926
1990-11-16	17.849	29.534
1990-11-17	14.698	27.633
1990-11-18	11.822	26.442
1990-11-19	9.416	23.045
1990-11-20	7.524	22.669
1990-11-21	6.093	20.37
1990-11-22	5.451	19.732
1990-11-23	11.485	20.417
1990-11-24	11.408	22.082
1990-11-25	10.836	21.851
1990-11-26	11.949	21.807
1990-11-27	12.571	20.915
1990-11-28	11.832	19.682
1990-11-29	12.44	18.217
1990-11-30	9.994	17.91
1990-12-01	7.446	17.317
1990-12-02	5.845	16.322
1990-12-03	4.766	16.001
1990-12-04	21.071	14.225
1990-12-05	17.036	13.821
1990-12-06	8.525	13.4
1990-12-07	4.951	13.054
1990-12-08	22.964	12.594
1990-12-09	24.845	12.179
1990-12-10	16.545	12.691
1990-12-11	10.841	12.16
1990-12-12	8.222	10.978
1990-12-13	6.774	10.162
1990-12-14	5.679	9.603
1990-12-15	4.775	9.128
1990-12-16	4.048	8.632
1990-12-17	3.484	7.186
1990-12-18	3.054	6.36
1990-12-19	2.726	5.52
1990-12-20	2.471	4.925
1990-12-21	2.269	4.677
1990-12-22	2.105	4.666
1990-12-23	1.968	4.666
1990-12-24	1.85	4.429
1990-12-25	1.747	3.962
1990-12-26	1.655	3.682
1990-12-27	1.572	3.449
1990-12-28	1.496	3.123
1990-12-29	1.425	2.89
1990-12-30	1.36	3.028
1990-12-31	1.3	3.349
1991-01-01	1.243	3.525
1991-01-02	1.19	3.614
1991-01-03	1.14	3.808
1991-01-04	1.093	3.949
1991-01-05	1.05	4.464
1991-01-06	1.008	5.261
1991-01-07	0.97	6.073
1991-01-08	0.933	6.886
1991-01-09	0.899	7.504
1991-01-10	0.867	8.332
1991-01-11	4.31	8.877
1991-01-12	24.086	9.369
1991-01-13	22.589	9.6
1991-01-14	15.081	9.496
1991-01-15	12.328	9.443
1991-01-16	11.295	9.286
1991-01-17	9.264	9.003
1991-01-18	12.016	8.899
1991-01-19	10.086	8.689
1991-01-20	6.636	8.249
1991-01-21	4.551	7.914
1991-01-22	3.469	7.474
1991-01-23	2.834	7.243
1991-01-24	2.418	6.907
1991-01-25	2.126	6.572
1991-01-26	1.913	6.184
1991-01-27	1.75	6.08
1991-01-28	1.622	5.796
1991-01-29	1.517	5.304
1991-01-30	1.429	5.199
1991-01-31	1.354	4.864
1991-02-01	16.157	4.88
1991-02-02	24.989	4.968
1991-02-03	24.58	5.127
1991-02-04	20.704	5.482
1991-02-05	17.825	6.101
1991-02-06	16.954	6.455
1991-02-07	15.667	6.208
1991-02-08	14.499	5.96
1991-02-09	13.076	5.765
1991-02-10	11.608	5.712
1991-02-11	10.288	5.907
1991-02-12	9.306	6.016
1991-02-13	8.322	6.1
1991-02-14	7.559	5.877
1991-02-15	7.535	6.012
1991-02-16	7.942	6.419
1991-02-17	8.75	6.56
1991-02-18	8.08	6.507
1991-02-19	8.167	6.737
1991-02-20	7.495	7.392
1991-02-21	6.764	7.215
1991-02-22	5.978	7.247
1991-02-23	5.225	7.194
1991-02-24	4.609	7.034
1991-02-25	5.785	6.84
1991-02-26	4.938	6.875
1991-02-27	6.236	6.733
1991-02-28	5.106	6.425
1991-03-01	3.828	6.204
1991-03-02	3.234	5.906
1991-03-03	11.854	6.204
1991-03-04	11.774	6.657
1991-03-05	8.415	7.011
1991-03-06	6.56	6.685
1991-03-07	5.604	6.728
1991-03-08	4.877	6.657
1991-03-09	4.364	6.317
1991-03-10	3.859	6.374
1991-03-11	3.397	6.02
1991-03-12	3.034	5.906
1991-03-13	2.739	5.921
1991-03-14	2.508	5.807
1991-03-15	4.774	5.057
1991-03-16	4.202	4.59
1991-03-17	3.852	4.83
1991-03-18	3.499	4.958
1991-03-19	4.689	5.247
1991-03-20	6.587	5.255
1991-03-21	8.3	3.731
1991-03-22	10.476	3.729
1991-03-23	9.973	4.201
1991-03-24	10.108	3.356
1991-03-25	8.231	2.872
1991-03-26	6.324	3.62
1991-03-27	5.091	4.986
1991-03-28	6.825	4.838
1991-03-29	8.389	4.699
1991-03-30	6.674	4.877
1991-03-31	5.937	5.094
1991-04-01	5.901	5.153
1991-04-02	6.926	4.757
1991-04-03	7.236	6.104
1991-04-04	9.606	7.26
1991-04-05	13.676	14.636
1991-04-06	15.624	25.266
1991-04-07	15.913	23.453
1991-04-08	14.546	22.761
1991-04-09	12.52	20.543
1991-04-10	12.2	19.632
1991-04-11	21.129	18.266
1991-04-12	17.755	19.147
1991-04-13	13.181	19.083
1991-04-14	9.927	19.235
1991-04-15	10.838	19.254
1991-04-16	10.069	18.377
1991-04-17	8.042	17.122
1991-04-18	6.904	16.037
1991-04-19	6.26	15.376
1991-04-20	6.668	15.941
1991-04-21	7.961	17.665
1991-04-22	9.891	20.235
1991-04-23	13.064	23.066
1991-04-24	12.934	27.773
1991-04-25	11.724	29.97
1991-04-26	10.713	29.987
1991-04-27	18.237	29.946
1991-04-28	25.916	29.979
1991-04-29	30.837	30.577
1991-04-30	23.353	33.166
1991-05-01	18.427	32.598
1991-05-02	15.009	29.052
1991-05-03	16.13	26.607
1991-05-04	18.261	25.511
1991-05-05	14.903	23.887
1991-05-06	13.518	23.398
1991-05-07	14.893	24.703
1991-05-08	17.818	28.273
1991-05-09	16.832	32.096
1991-05-10	15.843	30.607
1991-05-11	37.588	32.968
1991-05-12	50.9	38.397
1991-05-13	42.105	53.973
1991-05-14	32.98	61.987
1991-05-15	29.611	60.844
1991-05-16	30.213	66.319
1991-05-17	40.655	75.377
1991-05-18	82.724	99.257
1991-05-19	125.109	176.245
1991-05-20	115.185	197.306
1991-05-21	94.798	191.749
1991-05-22	81.002	191.807
1991-05-23	72.984	182.253
1991-05-24	68.657	165.914
1991-05-25	59.765	153.592
1991-05-26	48.597	138.362
1991-05-27	40.185	118.252
1991-05-28	35.521	105.637
1991-05-29	34.081	102.004
1991-05-30	45.931	98.639
1991-05-31	52.128	91.787
1991-06-01	56.703	93.343
1991-06-02	65.007	105.49
1991-06-03	69.677	116.387
1991-06-04	69.933	118.195
1991-06-05	89.714	116.281
1991-06-06	83.347	119.11
1991-06-07	74.975	121.125
1991-06-08	75.39	123.825
1991-06-09	80.566	122.553
1991-06-10	89.97	117.701
1991-06-11	122.208	129.238
1991-06-12	130.054	154.218
1991-06-13	123.252	143.7
1991-06-14	111.169	130.441
1991-06-15	99.687	115.054
1991-06-16	91.744	96.605
1991-06-17	82.706	83.807
1991-06-18	76.834	73.436
1991-06-19	143.775	66.412
1991-06-20	239.922	121.214
1991-06-21	233.162	186.891
1991-06-22	205.989	169.234
1991-06-23	169.847	168.487
1991-06-24	158.636	149.214
1991-06-25	157.706	131.496
1991-06-26	150.662	118.983
1991-06-27	154.431	115.052
1991-06-28	153.024	113.333
1991-06-29	143.479	108.792
1991-06-30	140.392	113.519
1991-07-01	132.097	119.362
1991-07-02	126.434	113.205
1991-07-03	125.57	108.483
1991-07-04	126.652	110.025
1991-07-05	126.013	112.384
1991-07-06	121.075	107.933
1991-07-07	112.672	101.752
1991-07-08	102.752	98.747
1991-07-09	93.913	89.046
1991-07-10	102.952	82.373
1991-07-11	93.535	78.305
1991-07-12	81.491	74.059
1991-07-13	74.571	72.941
1991-07-14	69.839	71.346
1991-07-15	65.664	69.561
1991-07-16	61.83	68.367
1991-07-17	59.998	67.914
1991-07-18	57.235	67.27
1991-07-19	53.392	63.081
1991-07-20	49.551	58.063
1991-07-21	46.538	54.252
1991-07-22	44.226	51.647
1991-07-23	42.402	51.364
1991-07-24	40.904	50.019
1991-07-25	39.611	48.16
1991-07-26	37.723	46.985
1991-07-27	35.243	45.187
1991-07-28	32.468	43.146
1991-07-29	29.621	41.62
1991-07-30	26.891	38.956
1991-07-31	24.062	37.91
1991-08-01	44.998	38.885
1991-08-02	40.314	37.543
1991-08-03	30.401	35.321
1991-08-04	24.997	33.967
1991-08-05	21.042	33.015
1991-08-06	18.758	31.419
1991-08-07	15.632	31.051
1991-08-08	12.839	30.682
1991-08-09	10.825	30.49
1991-08-10	14.468	29.889
1991-08-11	31.629	30.088
1991-08-12	52.144	31.803
1991-08-13	38.207	32.125
1991-08-14	23.608	29.95
1991-08-15	16.734	27.486
1991-08-16	13.111	25.355
1991-08-17	10.765	23.894
1991-08-18	8.796	22.982
1991-08-19	7.206	21.063
1991-08-20	6.018	20.327
1991-08-21	5.148	19.953
1991-08-22	4.822	19.806
1991-08-23	4.562	19.568
1991-08-24	4.239	18.882
1991-08-25	4.026	18.593
1991-08-26	3.741	18.009
1991-08-27	3.688	16.836
1991-08-28	3.993	16.332
1991-08-29	4.214	15.148
1991-08-30	3.985	14.542
1991-08-31	3.614	14.349
1991-09-01	3.291	14.156
1991-09-02	2.97	13.734
1991-09-03	2.658	13.367
1991-09-04	2.385	12.789
1991-09-05	2.161	12.339
1991-09-06	1.98	10.672
1991-09-07	2.043	10.207
1991-09-08	18.586	10.377
1991-09-09	15.959	11.336
1991-09-10	9.804	10.787
1991-09-11	6.892	10.563
1991-09-12	5.386	10.128
1991-09-13	8.104	9.903
1991-09-14	29.246	11.085
1991-09-15	22.648	10.802
1991-09-16	25.648	10.38
1991-09-17	25.603	10.352
1991-09-18	18.496	10.042
1991-09-19	13.608	9.45
1991-09-20	12.635	8.76
1991-09-21	15.44	9.423
1991-09-22	10.792	9.322
1991-09-23	8.902	8.009
1991-09-24	7.468	7.644
1991-09-25	5.782	7.646
1991-09-26	4.4	7.589
1991-09-27	3.354	10.237
1991-09-28	2.628	12.603
1991-09-29	2.195	12.291
1991-09-30	1.77	14.951
1991-10-01	1.426	14.296
1991-10-02	1.235	11.779
1991-10-03	1.835	10.502
1991-10-04	1.596	9.537
1991-10-05	1.245	8.649
1991-10-06	1.474	8.013
1991-10-07	1.429	7.351
1991-10-08	1.234	6.818
1991-10-09	1.069	6.564
1991-10-10	0.943	6.284
1991-10-11	0.844	5.931
1991-10-12	0.794	5.709
1991-10-13	0.742	5.436
1991-10-14	0.691	5.38
1991-10-15	0.666	5.434
1991-10-16	2.886	5.717
1991-10-17	3.932	5.836
1991-10-18	3.838	5.584
1991-10-19	3.967	5.403
1991-10-20	3.989	5.306
1991-10-21	13.378	5.637
1991-10-22	13.316	6.143
1991-10-23	10.307	5.967
1991-10-24	8.515	5.9
1991-10-25	6.627	5.743
1991-10-26	4.984	5.658
1991-10-27	3.727	5.377
1991-10-28	2.767	5.197
1991-10-29	2.056	4.973
1991-10-30	1.547	4.809
1991-10-31	1.193	4.626
1991-11-01	0.949	4.464
1991-11-02	0.784	4.419
1991-11-03	0.673	4.613
1991-11-04	6.204	4.613
1991-11-05	3.557	4.658
1991-11-06	1.055	4.509
1991-11-07	0.536	4.702
1991-11-08	23.474	4.792
1991-11-09	22.264	5.836
1991-11-10	15.172	6.678
1991-11-11	9.528	6.431
1991-11-12	11.541	8.006
1991-11-13	11.252	8.989
1991-11-14	9.788	8.234
1991-11-15	8.491	7.511
1991-11-16	7.383	7.646
1991-11-17	6.061	7.415
1991-11-18	4.569	7.224
1991-11-19	3.441	6.988
1991-11-20	2.884	7.259
1991-11-21	4.508	7.219
1991-11-22	3.179	6.745
1991-11-23	1.862	6.464
1991-11-24	1.329	6.738
1991-11-25	5.893	6.625
1991-11-26	4.551	6.297
1991-11-27	2.311	5.969
1991-11-28	1.393	5.358
1991-11-29	1.041	5.075
1991-11-30	0.844	5.03
1991-12-01	0.708	5.287
1991-12-02	0.611	5.242
1991-12-03	0.542	5.242
1991-12-04	5.094	5.196
1991-12-05	5.338	5.188
1991-12-06	4.179	5.621
1991-12-07	3.58	5.519
1991-12-08	3.14	5.641
1991-12-09	5.843	5.926
1991-12-10	4.895	5.649
1991-12-11	3.246	5.596
1991-12-12	2.447	5.847
1991-12-13	1.939	5.66
1991-12-14	1.562	4.874
