,1802,1002,1502,1702,1503,1703,602,803,1003,802,1602,1803,503,102,1603,1402,1011,1511,502,1811,1403,1000,1800,1711,811,103,1500,1700,800,1510,1501,1701,603,1012,1512,203,1608,1400,100,1600,808,108,600,500,1903,1900,1008,1808,112,812,1612,1908,608
113602,0.0151946818613485,0.144349477682811,0.285849952516619,0.0208926875593542,0.346628679962013,0.0056980056980057,0,0.0256410256410256,0.10636277302944,0.0313390313390313,0.00284900284900285,0.0113960113960114,0.000949667616334283,0.000949667616334283,0.00189933523266857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113598,0.0505050505050505,0.214141414141414,0.705050505050505,0.00808080808080808,0,0,0,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113588,0.0297619047619048,0.529761904761905,0.297619047619048,0.0178571428571429,0,0,0,0,0.0535714285714286,0.0595238095238095,0.00595238095238095,0,0,0,0,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113584,0.0398148148148148,0.29537037037037,0.484259259259259,0.0212962962962963,0.0398148148148148,0.00185185185185185,0,0.00740740740740741,0.0361111111111111,0.0564814814814815,0.0148148148148148,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113577,0,0.428571428571429,0.273809523809524,0.0119047619047619,0.0238095238095238,0,0,0.0119047619047619,0.154761904761905,0.0595238095238095,0.0119047619047619,0,0,0,0.0119047619047619,0,0,0,0.0119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113579,0.0241349229427159,0.216051177667927,0.617039837161966,0.0101773771445188,0.00610642628671125,0.000290782204129107,0,0.00348938644954929,0.0258796161674906,0.0828729281767956,0.00494329747019482,0,0,0.000290782204129107,0,0.00290782204129107,0,0.00378016865367839,0.00203547542890375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113585,0.0141224862888483,0.108135283363803,0.491956124314442,0.0163619744058501,0.101416819012797,0.00671846435100548,0,0.026508226691042,0.0186471663619744,0.202742230347349,0.00178244972577697,0.00260511882998172,0.0010054844606947,0.000274223034734918,0.000228519195612431,0.000274223034734918,0,0,0.00164533820840951,0,4.57038391224863e-05,4.57038391224863e-05,0.00498171846435101,0,0,4.57038391224863e-05,0.000137111517367459,0,0.000274223034734918,0,0,0,0,4.57038391224863e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113553,0.0178571428571429,0.272959183673469,0.344387755102041,0.0178571428571429,0.0127551020408163,0.0102040816326531,0,0.0178571428571429,0.0790816326530612,0.119897959183673,0.00510204081632653,0.00255102040816327,0.00255102040816327,0,0,0.0076530612244898,0,0.0790816326530612,0,0,0,0.00255102040816327,0.00255102040816327,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113552,0.0652950178541064,0.113926203026696,0.601768406733549,0.0193844584254379,0.0217650059513688,0,0,0.00187043019894576,0.0107124638666893,0.0214249277333787,0.000510117326985207,0.0190443802074477,0,0,0,0.000170039108995069,0.000170039108995069,0.0241455534772998,0,0.000170039108995069,0,0.00136031287196055,0.0940316272742731,0.000510117326985207,0,0,0.00136031287196055,0,0.000170039108995069,0.00170039108995069,0.000170039108995069,0.000340078217990138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
