subid	maindown	area	longitude	latitude	elev_mean	slope_mean	rivlen	hds_depth	SLC_1	SLC_2	SLC_3	SLC_4	SLC_5	SLC_6	SLC_7	SLC_8	SLC_9	SLC_10	SLC_11	SLC_12	SLC_13	SLC_14	SLC_15	SLC_16	SLC_17	SLC_18	SLC_19	SLC_20	SLC_21	SLC_22	SLC_23	SLC_24	SLC_25	SLC_26	SLC_27	SLC_28	SLC_29	SLC_30	SLC_31	SLC_32	SLC_33	SLC_34	SLC_35	SLC_36	SLC_37	SLC_38	SLC_39	SLC_40	SLC_41	SLC_42	SLC_43	SLC_44	SLC_45	SLC_46	SLC_47	SLC_48	SLC_49	SLC_50	SLC_51	SLC_52	SLC_53	SLC_54	SLC_55	SLC_56	SLC_57	SLC_58	SLC_59	SLC_60	SLC_61	SLC_62	SLC_63	SLC_64	SLC_65	SLC_66	SLC_67	SLC_68	SLC_69	SLC_70	SLC_71	SLC_72	SLC_73	SLC_74	SLC_75	SLC_76	SLC_77	SLC_78	SLC_79	SLC_80	SLC_81	SLC_82	SLC_83	SLC_84	SLC_85	SLC_86	SLC_87	SLC_88	SLC_89	SLC_90	SLC_91	SLC_92	SLC_93	SLC_94	SLC_95	SLC_96	SLC_97	SLC_98	SLC_99	SLC_100	SLC_101	SLC_102	SLC_103	SLC_104	SLC_105	SLC_106	SLC_107	SLC_108	SLC_109	SLC_110	SLC_111	SLC_112	SLC_113	SLC_114	SLC_115	SLC_116	SLC_117
58561	58476	210755100.0394998	-110.338390906577	49.5161506773034	1203.00244140625	0.00176	24071.1560943867	0.38025387125392873	0.0	0.0	0.0001597571240147106	0.037862438391509066	0.0	0.0	0.0	0.0	0.0004792713720443246	0.008946398944829095	0.0	0.0	0.0	0.0	0.004153685224384885	0.0	0.0	0.00766834195271064	0.08754690396011376	0.0	0.0	0.0	0.0	0.0	0.0	0.11135071543831988	0.521926524156372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018052555013673095	0.08531030422390647	0.0	0.0	0.0	0.0	0.0	0.0	0.02092818324593962	0.04505150897217538	0.0	0.0	0.0	0.0	0.0006390284960591315	0.009106156068843902	0.0	0.0	0.0	0.03634502794268978	0.0	0.0019170854881775871	0.0025561139842368154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58309	58308	73748000.02122901	-110.610917165062	49.0509496844801	929.514831542969	0.00064	13726.56219036443	0.3872908338754345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05477356459563199	0.0017668891805042134	0.0	0.0	0.0	0.0	0.0	0.0	0.4032924554500966	0.289769825602698	0.00044172229512605334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005300667541512733	0.0	0.0	0.0	0.0	0.0	0.0	0.004858945246386679	0.003092056065882373	0.0	0.0	0.0	0.0	0.0	0.0	0.14267630132571874	0.00265033377075632	0.0	0.0	0.0	0.0	0.00132516688537816	0.00132516688537816	0.0	0.0	0.0	0.07635868089140017	0.0	0.011043057378151611	0.00132516688537816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58660	58308	5519199.989314693	-110.540202284601	48.9828226096986	897.697937011719	0.02847	2955.849478030635	0.1621988614400228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16055803349915942	0.02214593565505649	0.0	0.0	0.0	0.0	0.0	0.0	0.3930903578772532	0.03875538739634888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2214593565505649	0.03321890348258478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055364839137641	0.0	0.0	0.0	0.1252355416252682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58428	58397	698498499.8790001	-110.638294464457	48.6993059932498	964.72412109375	0.00062	34000.07056190211	0.2921011288765564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022168815024617504	0.00350495099203435	0.0	0.0	0.0	0.0	0.0	0.0	0.07434877291852961	0.0247537163812429	4.3811887400429965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002672525131426211	0.00026287132440252017	0.0	0.0	0.0	0.0	0.0003504950992034177	0.7184711414796503	0.0026287132440257184	0.0	0.0003943069866038234	0.000744802085807241	0.0	0.0	0.0	0.0003066832118029258	0.0	0.0	0.0	0.0	0.0	0.010339605426501424	0.00048193076140472084	0.0	0.0	0.0	0.13848304615794657	0.0	4.3811887400429965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58414	58409	151083600.10277602	-110.097774831558	48.2538019511208	843.243835449219	0.00049	22117.56481627192	0.29229816959517746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032655877422239174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281462562544061	0.005248266014288429	0.0	0.0	0.0	0.0007775208910056265	0.0	0.0	0.0	0.0	0.010690912251328304	0.0	0.0	0.0	0.0	0.0	0.0	0.40392210287745817	0.0	0.0	0.007580828687305472	0.0511219985836244	0.0	0.0	0.0	0.0003887604455028132	0.0	0.0	0.0	0.0	0.0	0.01885488160688812	0.0	0.0	0.0003887604455028132	0.004081984677779825	0.1812705017710045	0.0	0.0015550417820113347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58553	58409	109706699.95250008	-109.918048319205	48.2591583091792	1001.70825195312	0.01704	35713.37276672491	0.1740702735342885	0.0	0.0	0.006205945196711924	0.01737664655079358	0.0	0.0	0.0	0.0	0.004344161637698395	0.011170701354081557	0.0	0.0	0.0	0.0009308917795067648	0.0	0.0	0.0	0.2054167860111671	0.0353738876212583	0.0	0.0	0.0	0.00031029725983552475	0.0	0.0	0.44062210896655085	0.0018617835590135296	0.0	0.0	0.0	0.0009308917795067648	0.0	0.0	0.0	0.0	0.058335884849092745	0.0009308917795067648	0.0	0.0	0.00031029725983552475	0.0	0.0	0.1374616861071706	0.0	0.0	0.0015514862991779096	0.02110021366882073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004344161637698395	0.0	0.0	0.0	0.0024823780786847696	0.04800800682438153	0.0	0.0009308917795067648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58458	58422	99100200.14649975	-109.768772115519	48.2721124272724	1201.35388183594	0.01381	14569.62425772023	0.8802824510983571	0.0	0.0	0.019959974534838294	0.07877061378927262	0.0	0.0	0.0	0.0	0.016039265251209363	0.047761367636934546	0.0	0.0	0.0	0.00035642811669344944	0.006059277983790119	0.0	0.0	0.29761747743910716	0.26696465940346237	0.0	0.0	0.0	0.0	0.0	0.0	0.11583913792540064	0.025306396285241416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08126561060612747	0.02245497135169313	0.0	0.0	0.0	0.0	0.0	0.006415706100483667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035642811669344944	0.0	0.0	0.0	0.0	0.014476257342358865	0.0	0.00035642811669344944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58476	58431	117082299.9520002	-110.23883581503	49.411176459401	1083.69897460938	0.00223	26052.08405617064	0.49822788357267406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001395102876420439	0.010881802436079481	0.0	0.0	0.0	0.0	0.0	0.0	0.112724312414772	0.7368933393252799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019252419694602212	0.03878385996448846	0.0	0.0	0.0	0.0	0.0005580411505681569	0.006138452656249914	0.0	0.0	0.0	0.06667617567472148	0.0	0.001395102876420439	0.005301390930397632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58598	58486	303041399.7897451	-110.143813460592	49.5047090003588	1202.7939453125	0.00967	38425.55954084323	0.27484150294846993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000659389118854113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068136875614927235	0.09725989503098549	0.0	0.0	0.0	0.0	0.0	0.0	0.06209247535876505	0.7280754854014475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009890836782811695	0.04132171811485953	0.0	0.0	0.0	0.0	0.0	0.0	0.0020880655430380876	0.0032969455942706604	0.0	0.0	0.0	0.0	0.0007692873053297667	0.005275112950833095	0.0	0.0	0.0	0.046633232323388375	0.0	0.0017583709836110316	0.002967251034843604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58596	58540	42205599.87818837	-110.401683060078	49.4219690319043	1149.4814453125	0.00591	22983.02648754957	0.25318047954539885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004712302351814307	0.01256613960483828	0.0	0.0	0.0	0.0	0.0007853837253023214	0.0	0.24111280366783497	0.6730738525841505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007853837253023214	0.0007853837253023214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05439799473591913	0.0	0.007853837253023877	0.003926918626511892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58308	58289	56020600.09449994	-110.51086817145	49.0214053856476	884.896850585938	0.00062	15055.44146398792	0.4060912220274705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06714742830089822	0.00472130355240684	0.0	0.0	0.0	0.0	0.0	0.0	0.23501599905314374	0.42124519473141614	0.006819660686809935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009442607104813847	0.003672124985205376	0.0	0.0	0.0	0.0	0.0	0.04878680337487143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003672124985205376	0.00157376785080228	0.0	0.0	0.0	0.0	0.00314753570160456	0.0	0.0	0.0	0.0	0.16537844979117944	0.0	0.026229464180038364	0.00314753570160456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58397	58360	484124000.1307761	-110.449955329867	48.5724434470205	922.527404785156	0.00081	35791.8589705636	0.5882563829215595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022354105925280435	0.0023861124302265425	0.0	0.0	0.0	6.279243237438325e-05	0.0	0.0	0.08822336748600863	0.013374788095743667	0.0016326032417339187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004332677833832437	0.00018837729712313462	0.0	0.0	0.0	0.0	0.0002511697294975128	0.6706231777584131	0.008163016208669764	0.0	0.009795619450403768	0.016326032417339615	6.279243237438325e-05	0.0	0.0	0.00031396216187189104	0.0	0.0	0.0	0.0	0.0	0.014881806472728831	0.00037675459424626925	0.0	6.279243237438325e-05	0.0002511697294975128	0.14602291970838813	0.0	0.00031396216187189104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58409	58387	30792100.14349985	-110.116525752363	48.3308404991438	846.52392578125	0.00062	3433.246233987933	0.2781144360512299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06330436206614175	0.0	0.0	0.0	0.0	0.0010210380978409137	0.0	0.0	0.1735764766329694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007147266684886923	0.0	0.0	0.0	0.0	0.0	0.0	0.5983283253348238	0.0	0.0	0.009189342880568926	0.02246283815250195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040841523913639185	0.0	0.0	0.0	0.0	0.11986515966106136	0.0	0.0010210380978409137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58422	58387	41135500.177917056	-109.923869509946	48.3046568473912	932.47802734375	0.00676	24518.66592091393	0.6871113870658127	0.0	0.0	0.0008109932142506243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13624685999411193	0.002432979642751965	0.0	0.0	0.0	0.0	0.0	0.0	0.5117367181921719	0.009731918571008047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06731243678280542	0.002432979642751965	0.0	0.0	0.0	0.0	0.0	0.1621986428501332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008109932142506243	0.0	0.0	0.0	0.0	0.0	0.022707809999018683	0.0	0.0	0.0	0.0	0.0714127696829855	0.0	0.012164898213760014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58431	58415	112194300.25649962	-110.133188568295	49.3259428885686	1019.69854736328	0.00159	30695.24713618665	0.3962894331897705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002749596388153778	0.0002749596388153778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003574475304600087	0.0021996771105231103	0.0	0.0	0.0	0.0	0.0	0.0	0.1778988863135598	0.6464301108549921	0.004949273498677064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003574475304600087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013473022301954303	0.0041243945822308425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12177891362363111	0.0	0.002749596388153866	0.018147336161815988	0.0005499192776307556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58486	58415	190305100.02075535	-110.013392592889	49.3935081238955	1063.08630371094	0.00362	27664.21008001389	0.9449526383616392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004301064761551618	0.00014336882538502798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031541141584716273	0.011326137205421022	0.0	0.0	0.0	0.0	0.0	0.0	0.12774162341810302	0.5350524563371033	0.009892448951570276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015053726665432995	0.012042981332346396	0.0	0.0	0.0	0.0	0.0	0.0	0.0005734753015402675	0.0014336882538507466	0.0	0.0	0.0	0.0	0.0007168441269253733	0.001146950603080535	0.0	0.0	0.0	0.22208075346057796	0.00028673765077013376	0.039283058155510815	0.01949816025237034	0.00014336882538502798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58540	58467	64906200.00181161	-110.321661254214	49.3195276142685	1048.06420898438	0.00349	24037.46815225774	0.2291237263781425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00442090851015968	0.0009824241133687978	0.0	0.0	0.0	0.0	0.0	0.0	0.14343392055184934	0.7436950538202032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004912120566843989	0.0004912120566843989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09666102775736198	0.0	0.0	0.009824241133688249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58659	58570	16628299.984500015	-109.951788637204	49.4245937209028	1081.54821777344	0.01446	9246.208557583064	0.1936858531049918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005729778184141308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49467084989753723	0.21773157099737206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07066726427107682	0.03246874304346771	0.0	0.0	0.0	0.0	0.0	0.0	0.06875733820969633	0.0019099260613804055	0.0	0.0	0.0	0.0	0.007639704245521803	0.005729778184141308	0.0	0.0	0.0	0.0908751947829041	0.0	0.0038198521227609016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58289	58287	1184326600.1925468	-110.313579473205	48.9094350678829	873.935852050781	0.00051	46860.52476148345	0.45899469912690183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03533764542437109	0.011711469835107872	2.540448988092817e-05	0.0	2.540448988092817e-05	7.621346964278451e-05	2.540448988092817e-05	0.0	0.20031440271111883	0.10974739628561002	0.0013972469434510386	0.0	0.0	0.0002794493886901737	0.0	0.0	0.0	5.080897976185634e-05	0.008713740029158317	0.00017783142916643556	0.0	0.0	7.621346964278451e-05	0.0	0.0	0.3983678058228343	0.009425065745824314	0.0	0.0015496738827366033	0.025531512330332778	0.0	0.0	0.0	0.018265828224387326	0.0012194155142845181	0.0	7.621346964278451e-05	0.0	2.540448988092817e-05	0.016284278013674984	0.0011940110244035623	0.0	0.00010161795952365317	0.0008129436761896504	0.14986415062462005	5.080897976185634e-05	0.007849987373206755	0.0011686065345226915	2.540448988092817e-05	0.00010161795952365317	0.00012702244940460895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58360	58351	417481200.0589938	-110.16956156463	48.452393115486	865.520935058594	0.00075	46535.6510663039	0.24341182996015753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01473215063866031	7.593892081783651e-05	0.0	0.0	0.0	7.593892081783651e-05	7.593892081783651e-05	0.0	0.1372975688386486	0.0	0.0	0.0	0.0	0.0007593892081782923	0.0	0.0	0.0	0.0	0.0013669005747210506	0.0	0.0	0.0	0.0	0.0	0.0006075113665426694	0.6361403396910159	0.0	0.0	0.008732975894051117	0.0721419747769447	0.0	0.0	0.0	7.593892081783651e-05	0.0	0.0	0.0	0.0	0.0	0.01237804409330731	0.0	0.0	7.593892081783651e-05	0.0008353281289961481	0.1125018324019455	0.0	0.0021262897828993425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58387	58351	41246699.92408278	-110.039196249936	48.3424956881508	814.263000488281	0.00028	17872.32212485776	0.20182412177428136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058860943731705764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3471457931449461	0.007357617966463201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012039738490576175	0.0	0.0	0.0	0.0	0.0	0.0	0.2815961058073648	0.0	0.0	0.016721859014689148	0.016721859014689148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033443718029378296	0.0	0.0	0.0	0.0	0.22544349043959985	0.0	0.0006688743605875566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
