hru_nhm,lat,lon,mean
113720,48.0287822357828,-108.228932719727,865.114624023438
113721,48.1616549894293,-107.528082183533,697.996520996094
113723,48.1610239508616,-107.445255188864,765.01123046875
113724,48.1639393530173,-107.22771292703,747.131896972656
113730,48.1789005216429,-107.073020553057,736.884887695312
113731,48.1599004313161,-107.358807148633,767.682189941406
113733,48.1759285399412,-107.535525681176,715.358764648438
113736,48.2909629206444,-106.688319971489,687.383544921875
113738,48.1947118141466,-107.21742455447,749.944091796875
113739,48.2353636465834,-106.858138227076,680.730590820312
113741,48.2137071334343,-106.354450593441,708.060180664062
113742,48.1912215367254,-107.347452257132,763.646118164062
113743,48.2919052510864,-106.302144638333,795.914672851562
113746,48.2110377848954,-107.326502645548,770.879516601562
113747,48.198203782193,-107.55473047581,709.18798828125
113748,48.0617478387114,-108.835901472365,962.790649414062
113753,48.2229105096385,-107.459830852027,768.420593261719
113754,48.1327595807994,-108.303836715314,831.854614257812
113755,48.1040747126817,-108.799913825437,938.409362792969
113756,48.0215703522113,-108.698269690623,1102.70141601562
113759,48.2376415731772,-107.252554334967,757.629150390625
113760,48.2624432217079,-107.255105625808,710.002136230469
113762,48.2620890657717,-107.183216047818,763.099609375
113764,48.1988596297218,-107.665071807623,785.941528320312
113767,48.1463411720444,-108.733732745411,905.372253417969
113770,48.2951538311529,-107.030182926595,745.769470214844
113771,48.3016378099421,-106.771111848335,669.661743164062
113772,48.3285937349087,-106.384442263776,768.368835449219
113774,48.2449550981436,-107.348617863235,786.401000976562
113776,48.2437656433095,-107.577095060464,728.19140625
113778,48.2684593332514,-107.60393080653,701.494873046875
113782,48.2819933644171,-107.326688819156,771.933044433594
113783,48.2695119523862,-107.673518105145,773.166381835938
113785,48.2888364663722,-107.47798277491,781.290283203125
113789,48.2652228874621,-107.077506894714,756.009765625
113790,48.3290400143258,-106.897598851379,690.281494140625
113791,48.1515865247884,-108.493719449517,898.264404296875
113793,48.3058768098042,-107.272126719574,732.660034179688
113797,48.3355516600798,-107.291268719561,677.31884765625
113800,48.325579198854,-107.389890715862,775.200317382812
113802,48.0932226301148,-108.597252179649,1014.92346191406
113806,48.3482419039935,-107.205047771542,792.065490722656
113807,48.2424734004764,-108.643451985734,831.854370117188
113808,48.3558192253993,-107.340309531588,741.927001953125
113812,48.2050638753841,-107.968016641428,761.254272460938
113813,48.383169652528,-107.011182058591,693.782470703125
113814,48.3248715262701,-106.568458231055,759.899353027344
113816,48.4181588553232,-107.079134368592,653.064697265625
113818,48.2131968633321,-108.854346015822,943.741027832031
113819,48.2441254222977,-108.336417475512,783.306335449219
113821,48.3872776091285,-107.403224584893,758.749450683594
113824,48.4031872012731,-107.142718889049,701.150207519531
113825,48.2780772839367,-108.466101553159,787.017944335938
113826,48.4140167772669,-107.345658501047,726.334838867188
113827,48.4156891851161,-107.223150008944,687.519348144531
113828,48.3004701428811,-107.789377321154,766.561828613281
113829,48.4035426738461,-107.685266733398,695.573486328125
113831,48.2092209258571,-109.346396624346,1336.23034667969
113832,48.4324659419506,-107.036075166387,659.737915039062
113839,48.4445344157938,-107.275887147389,673.241271972656
113841,48.3446132268645,-107.578627332022,722.495178222656
113844,48.3746183935945,-108.118368285377,760.352111816406
113845,48.246605538554,-109.171189253171,1211.06018066406
113846,48.4271622426241,-107.497947208369,715.291137695312
113848,48.5454472724478,-106.532103397263,851.978759765625
113849,48.2835222030159,-109.010334405069,1039.51000976562
113850,48.3446295673065,-108.37628444915,750.0869140625
113854,48.4666837826365,-106.60763446464,836.696166992188
113857,48.4678195265383,-106.291450784815,835.263671875
113858,48.2014444349565,-109.500825261967,1394.48754882812
113859,48.3731686868347,-107.873776093004,724.885681152344
113860,48.3369561197218,-108.895560409446,935.402465820312
113862,48.4312162985234,-106.73460068213,773.445861816406
113864,48.2856802712014,-109.320225923168,1244.83874511719
113866,48.4630811183112,-107.173141419536,671.284423828125
113872,48.4775195843385,-106.88465353291,754.59619140625
113874,48.5377196450694,-107.198251729616,705.363891601562
113875,48.4640388751172,-107.456165366103,682.773315429688
113876,48.383558405162,-108.306390925384,725.247314453125
113877,48.396422977871,-108.380110232838,708.99609375
113878,48.3401283261451,-108.69453972745,822.7109375
113879,48.4244209096038,-108.343986050775,698.558837890625
113883,48.2940870025465,-109.621855554396,1251.57250976562
113884,48.5317280222429,-107.033484726083,731.026672363281
113888,48.2576479989917,-109.575511989812,1371.90002441406
113890,48.4210499679511,-108.426441552806,728.498107910156
113892,48.4511664384607,-108.47818475723,718.321960449219
113893,48.4876435078572,-107.378632874668,673.613098144531
113894,48.4898511798468,-107.599867426947,693.346435546875
113897,48.5463583279713,-107.424261392554,662.226684570312
113898,48.5695712692375,-106.971126111103,722.672546386719
113899,48.5435154854079,-107.342804897165,697.984558105469
113900,48.5020818137109,-107.699643419567,712.64453125
113903,48.4742244935881,-107.955869655426,803.435119628906
113905,48.4985587360449,-107.805392604045,752.914733886719
113908,48.5978082316862,-106.871208141153,793.4599609375
113910,48.453275071637,-108.570569153594,716.885681152344
113912,48.5596768679002,-106.764114902979,855.457824707031
113915,48.3929904640737,-108.961718664308,882.959716796875
113916,48.5584698650542,-107.752278117247,694.229614257812
113917,48.3667871699045,-109.295442297795,1051.73046875
113919,48.5520414404833,-107.826276230884,768.917175292969
113922,48.653505806546,-106.969535826367,757.781494140625
113923,48.5270198760276,-108.258276869253,830.596923828125
113924,48.5601723904166,-108.730918583516,776.142150878906
113925,48.5327628616701,-108.12935292725,844.176940917969
113926,48.461488210013,-109.082462385942,844.35693359375
113928,48.5011571118403,-108.709036147842,712.548767089844
113931,48.562833827249,-107.993517339246,830.024475097656
113932,48.5662182448141,-106.703965381255,868.063842773438
113934,48.5840122412703,-107.636262047919,721.565124511719
113937,48.5639932971686,-107.126325494898,760.763916015625
113938,48.6281320371033,-107.293370138109,751.597045898438
113939,48.5130723061902,-108.414919503314,813.716125488281
113942,48.3481453892538,-109.455367424766,1139.70617675781
113948,48.4999430660695,-108.969325476847,768.396545410156
113950,48.6884899160181,-106.779357018758,817.663208007812
113951,48.5282384605072,-108.53338449573,788.027282714844
113952,48.5050293945078,-108.816107057346,734.322448730469
113953,48.5732119200226,-108.358349408406,867.896362304688
113955,48.6737368192955,-106.337312488185,897.962890625
113956,48.6492266426525,-107.029389180132,762.840637207031
113957,48.7001809265733,-106.926049635319,760.080139160156
113963,48.7405450553187,-107.025836639832,761.559997558594
113964,48.4977445401659,-109.308138607776,862.996276855469
113966,48.6465395348173,-108.003510370585,828.710327148438
113967,48.6418087946831,-108.170525515445,865.705871582031
113970,48.558370140075,-109.194049246148,746.162841796875
113971,48.6171004104643,-109.028383133627,791.257690429688
113973,48.5204103452405,-109.193271460562,822.839721679688
113975,48.574610051784,-109.214087031422,739.042541503906
113976,48.6801890848386,-107.847043948825,823.132934570312
113978,48.6940515428234,-107.414136266827,805.039672851562
113979,48.6248152574195,-108.462878056737,886.437072753906
113980,48.6109193746122,-108.693564688269,833.983093261719
113981,48.4445675664415,-109.53070182385,983.141357421875
113986,48.7771548105281,-106.475718245107,940.364501953125
113988,48.7136556080169,-108.087555780131,851.672790527344
113989,48.509416760075,-109.625218653938,888.539245605469
113991,48.5050573761363,-109.41703000805,870.801696777344
113993,48.578910239494,-109.480531729832,790.248840332031
113994,48.5741526022656,-109.323800904079,758.585510253906
113995,48.6741018493732,-107.577838652574,753.576843261719
114000,48.6413817576643,-108.580958371932,887.439819335938
114001,48.6512031794876,-109.12957658779,794.831115722656
114002,48.7336546636962,-107.239022496632,777.313171386719
114003,48.792147461638,-106.704416091155,842.112060546875
114006,48.8100579388145,-106.964340144079,767.501403808594
114007,48.6066727917058,-108.846525815908,788.119934082031
114011,48.8342713121888,-106.806759704235,802.001708984375
114015,48.7428055875937,-107.980674256575,870.018005371094
114020,48.5724906413431,-109.69847542315,800.771606445312
114021,48.757095801302,-108.098031297771,886.032592773438
114023,48.7542336652665,-109.878658744665,864.951843261719
114025,48.6993059932498,-110.638294464457,964.72412109375
114027,48.8733638072234,-110.727545036388,959.988586425781
114028,48.8314015601676,-110.717722782025,991.01708984375
114029,48.9432469248841,-110.943824721833,1067.89123535156
114030,48.6453384435621,-113.382712960181,1984.642578125
114031,48.8965459408296,-111.035544871197,1284.76696777344
114032,48.9094350678829,-110.313579473205,873.935852050781
114035,48.9828226096986,-110.540202284601,897.697937011719
114036,49.0214053856476,-110.51086817145,884.896850585938
114040,49.0509496844801,-110.610917165062,929.514831542969
114041,48.9599268002449,-110.646601975428,942.604187011719
114043,48.5724434470205,-110.449955329867,922.527404785156
114044,48.697385412609,-113.18843726827,1580.19799804688
114046,48.6869016950282,-113.291881919884,1658.32373046875
114047,48.7548272748791,-113.16718553183,1460.89904785156
114051,48.9348480477963,-111.171254883592,1290.03588867188
114052,48.9745635988992,-111.233353512348,1129.06787109375
114055,49.0230321602488,-110.787624506497,1009.150390625
114056,48.9771374827701,-111.330485851086,1102.83227539062
114058,48.9112234837152,-111.274394891424,1260.87841796875
114061,48.9399607821357,-111.435814389834,1234.29809570312
114063,48.9786796672709,-111.458206750673,1189.57531738281
114064,48.9614890414422,-111.375851822783,1115.02368164062
114065,48.9997035648951,-111.39702244326,1041.85717773438
114069,48.8772015844489,-112.288726218494,1231.87414550781
114070,49.0088641457464,-111.409360249111,1050.67016601562
114073,48.7719100518574,-113.162536177835,1509.57824707031
114075,48.8262308486572,-113.221500865203,1538.46276855469
114076,49.0809241564369,-110.795139355222,951.550109863281
114077,48.9408246333577,-112.119297373572,1169.32421875
114080,49.0139517726763,-111.473823942776,1114.03625488281
114081,49.029907944264,-111.512936589457,1087.09326171875
114084,48.9476269490236,-112.230375507222,1210.220703125
114085,49.2219698922848,-110.012032498052,937.527465820312
114088,49.0501687237689,-110.129382042631,881.680419921875
114089,48.9863953059204,-111.634075907199,1169.68310546875
114091,49.0757541676417,-111.642959913097,932.254272460938
114094,49.04362302247,-111.379647061206,1015.82464599609
114096,49.0877144354634,-111.424018187075,939.521057128906
114097,49.3935081238955,-110.013392592889,1063.08630371094
114098,48.9797697640099,-111.728110392167,1061.19995117188
114099,49.1110065938703,-111.3819137255,905.090576171875
114101,48.9062559939192,-112.885407472011,1332.37768554688
114103,49.2624254404741,-110.009917294667,958.143981933594
114105,49.0571173086128,-111.203666437935,1030.17822265625
114107,49.0724704049033,-111.045897363233,1009.93334960938
114108,49.100404435708,-111.538340536613,983.591430664062
114111,49.0449221271412,-112.048812828396,1084.919921875
114112,49.0519488492566,-111.283518602516,1028.10314941406
114114,49.1406053352128,-111.355733934441,949.872375488281
114115,48.9678034373308,-112.62311428684,1246.14624023438
114116,49.2223409638009,-111.331300885233,939.457336425781
114117,49.1032537519268,-111.703048459256,949.919860839844
114119,48.9095284166962,-113.188171868193,1465.9052734375
114121,49.0622167780637,-111.846253928907,1019.01898193359
114122,49.2699450752896,-110.192102791629,992.375244140625
114128,48.9736785029665,-113.022637985097,1357.6494140625
114130,49.1163961465582,-112.030280066406,1053.21020507812
114131,49.0378032074688,-112.461832795515,1191.29052734375
114132,49.0531341297942,-112.346826576102,1206.17126464844
114137,49.3259428885686,-110.133188568295,1019.69854736328
114139,49.1131744393623,-112.419136311587,1136.53796386719
114141,49.1468942601776,-112.390887183267,1123.55590820312
114143,49.3195276142685,-110.321661254214,1048.06420898438
114147,49.0972476041296,-112.569519658433,1194.20227050781
114149,49.0695951148059,-112.833215690149,1296.06787109375
114151,49.4245937209028,-109.951788637204,1081.54821777344
114152,49.411176459401,-110.23883581503,1083.69897460938
114153,49.2246939481237,-112.017935415913,994.845642089844
114154,49.2492646926958,-110.381839533504,986.219360351562
114156,49.2149460668144,-112.186404857117,1069.18347167969
114159,49.1460224796874,-112.254791491768,1131.12744140625
114161,49.4219690319043,-110.401683060078,1149.4814453125
114164,49.2052178461974,-112.690609045867,1241.25109863281
114165,49.2211385056591,-112.498898978138,1233.068359375
114170,49.5047090003588,-110.143813460592,1202.7939453125
114171,49.5161506773034,-110.338390906577,1203.00244140625
114173,49.576614331161,-110.36028161156,1239.25354003906
114176,49.6333619297663,-110.132055435378,1376.82202148438
114178,48.8642531551187,-107.461778233649,861.786254882812
114179,48.9029670939926,-106.848889474439,789.694946289062
114180,48.927326159918,-106.769922884988,804.185424804688
114181,48.9677118624308,-106.865217193888,797.299926757812
114182,48.9416776501165,-106.624469915279,859.102783203125
114183,48.9803846754076,-106.733556254473,819.025085449219
114184,49.1022782016607,-106.812034978595,856.282592773438
114186,49.0141821918645,-106.777618553488,799.284729003906
114187,48.9636320895373,-106.936529658351,795.763305664062
114188,48.7709748738932,-108.934442706653,926.247985839844
114189,48.9342806637283,-107.198781915487,865.4287109375
114191,48.8213901493939,-109.163097858647,836.550231933594
114192,49.0189165594019,-106.614742375602,860.847412109375
114194,48.7869212999434,-108.993263638931,903.186401367188
114196,48.8012791648949,-109.332803814184,788.142517089844
114198,48.9697483338949,-107.180160470948,874.204162597656
114201,48.8473989819462,-109.008721398245,947.814636230469
114202,49.0260076501757,-107.114376793903,864.701721191406
114205,49.0850242202739,-106.984975233767,845.971008300781
114207,48.8467292507608,-109.504375549505,819.081848144531
114208,48.9089820190338,-108.683713141042,958.423950195312
114210,48.9076732279625,-109.275397948401,832.317321777344
114211,48.8913013857316,-109.091838273362,879.754943847656
114212,48.8709900978474,-108.839815862503,1013.76586914062
114213,48.9941929300117,-107.451698103432,831.108093261719
114215,49.0888833881451,-108.04175633882,869.278991699219
114216,48.9263485598522,-109.228359025338,834.204467773438
114217,48.8657851581462,-108.406756016958,916.205383300781
114218,49.0522251624208,-107.301846392776,831.342895507812
114219,48.9334779384046,-109.147682635694,838.873474121094
114221,49.0699673482239,-107.202459434909,910.964477539062
114222,49.0979238379259,-107.402870144122,769.613708496094
114224,48.9446111281241,-108.989112210323,933.109802246094
114227,49.1201679483387,-106.7136641783,871.3115234375
114229,49.0965454255068,-106.908465567271,849.383544921875
114230,49.0144120691483,-108.415613736576,905.766235351562
114236,48.9333821866595,-109.714036376515,848.986755371094
114237,49.1314567566161,-107.477862925171,821.721374511719
114238,49.1575173772575,-106.590325061682,924.485900878906
114239,49.0550314383472,-108.165512627733,862.622619628906
114240,49.0290941453696,-107.664077991978,821.283386230469
114241,49.2012462773551,-107.383478849474,860.914916992188
114243,49.0062222182175,-109.51244579182,866.243103027344
114245,49.1561742844473,-107.03865900485,896.035339355469
114248,49.1270176465453,-107.107209985924,900.811401367188
114250,49.2196886478538,-106.571998916832,961.785278320312
114254,48.9889963710086,-109.664690634667,846.332702636719
114256,49.007725254097,-109.234240870017,874.823120117188
114257,49.2244786482184,-107.560537028998,854.379089355469
114258,49.0566065498878,-108.595935651229,923.523559570312
114259,49.2311388819815,-106.703862236759,958.338745117188
114261,49.1156051011814,-109.734864291286,895.375610351562
114262,49.1715544404542,-107.251764448268,899.333801269531
114265,49.0343798735293,-109.86776649387,873.957397460938
114267,49.1559740706168,-107.789979745321,843.077758789062
114268,49.1406949319506,-108.368586588416,907.264282226562
114271,49.0561736335254,-109.061035467704,921.226196289062
114273,49.0594800171455,-109.788604196222,861.66259765625
114276,49.2741279940365,-107.250800741059,930.146850585938
114277,49.248385876796,-107.461204178747,886.211364746094
114279,49.0998758284782,-109.223727638701,930.555358886719
114280,49.3077183936737,-107.703660506248,798.204956054688
114282,49.2675783939905,-107.782511832402,837.026000976562
114283,49.2960215298286,-107.597864191741,858.975341796875
114284,49.3185929219688,-107.696304245383,807.620300292969
114285,49.1281588242666,-109.406157964515,918.843627929688
114289,49.2309167294605,-108.485458882487,927.552795410156
114292,49.2928697413674,-107.332410557488,922.808959960938
114294,49.254702880398,-108.137941728632,920.520141601562
114299,49.2763340795167,-108.037126559944,903.197509765625
114300,49.3706121993331,-107.591058474356,883.5546875
114301,49.3348558040323,-107.867480960395,866.251647949219
114304,49.1590616335701,-109.822795278736,899.902282714844
114307,49.384723738904,-107.991151642348,898.400390625
114308,49.2404438270524,-109.598414164561,944.641296386719
114309,49.257402493542,-108.661660386608,922.959106445312
114310,49.2970057557948,-109.506835660281,941.079956054688
114311,49.3857243493979,-108.492868067073,970.816040039062
114312,49.3485343519676,-108.320222730228,950.609985351562
114313,49.1692947965639,-108.892602833291,948.367614746094
114314,49.4291653097141,-108.117381785653,922.730895996094
114318,49.3245529001665,-109.336160356703,963.467895507812
114321,49.430689308133,-107.769996671865,882.138854980469
114322,49.3153961425221,-109.130975701877,988.979125976562
114324,49.4464586512856,-107.641598803265,895.565368652344
114326,49.4210555925771,-109.135654401096,1007.90069580078
114328,49.3990787970787,-109.024620321616,1035.32067871094
114330,49.4992093847805,-107.751795951478,910.914428710938
114333,49.4135726018956,-108.67639427682,942.818969726562
114334,49.2871505530115,-109.854263451341,980.034423828125
114338,49.474357499166,-108.786609899314,985.337158203125
114339,49.4971475188571,-108.932117301346,1009.08435058594
114340,49.5369288557722,-109.09507069621,1097.771484375
114341,49.4801609640868,-109.111661922668,1041.22827148438
114342,49.4869650191463,-108.312813455623,987.77734375
114343,49.459423285421,-109.366136816862,1008.21990966797
114344,49.3784732943182,-109.596691687272,980.051513671875
114346,49.4786180959763,-109.332836736575,1017.1748046875
114348,49.4815639319878,-109.267817231359,1023.76885986328
114349,49.4927878196027,-109.483660088353,1018.23187255859
114351,49.4894390435373,-109.44820065184,1030.67639160156
114352,49.4685798895478,-109.525951993612,1002.07055664062
114355,49.4634037428519,-109.742513167583,1069.80578613281
114359,49.518604543629,-109.516489011679,1088.39172363281
114366,49.5262069249261,-109.672745360624,1111.45129394531
114367,49.5866579371646,-108.966660768466,1110.197265625
114370,49.6611366625016,-108.949352852634,1120.06823730469
114372,49.5664845279626,-109.60858899344,1107.16979980469
114374,49.607878041226,-109.446687825929,1154.05871582031
114376,49.6317740322407,-109.170444184451,1144.29235839844
114378,49.6264625120617,-109.321593866346,1155.03515625
114380,48.2235899261394,-109.656819839499,1416.974609375
114383,48.4354185869399,-109.722262332223,967.253051757812
114385,48.5992699490976,-109.763895841822,828.386108398438
114388,48.6452426058047,-110.181345489879,851.569946289062
114390,48.7056336314608,-109.996155828103,836.405517578125
114394,48.6500196886844,-109.499148986177,802.356079101562
114396,48.7236656476766,-109.38891267557,804.757507324219
114397,48.6305302824632,-109.247751033806,759.406860351562
114400,48.7391332128736,-109.30474458087,776.959655761719
114402,48.731792213093,-109.193656099731,811.059020996094
114406,48.6914428003379,-108.975003177669,830.187683105469
114409,48.7396073170885,-108.862431165431,929.361877441406
114412,48.710637648924,-108.689493314624,951.8984375
114415,48.7573634029513,-108.282736066116,899.562561035156
114417,48.849059871336,-107.97630520788,860.715026855469
114418,48.8610235046849,-107.775732423983,802.974914550781
114420,48.8748341671655,-107.560603138712,798.911743164062
114423,48.793491595415,-107.458393691802,852.447875976562
114426,48.8497768092763,-107.336960248652,844.108825683594
114428,48.9143361708161,-107.289221034447,806.281677246094
114430,48.7736228212099,-107.12833769644,794.670776367188
114432,48.8795268115849,-107.086676976888,820.845947265625
114435,48.9299307228372,-107.008681238243,809.083862304688
114437,48.8749584369492,-106.90489540516,769.260925292969
114442,48.8835685912095,-106.604149035645,881.34375
114445,48.7868429790691,-109.729856416127,848.094604492188
114447,49.0913229370352,-109.923423796164,883.348693847656
114450,49.1853858497339,-109.932821402613,921.404174804688
114455,49.4034666132058,-109.884912066942,1031.34484863281
114458,49.4875313866722,-109.93910829874,1182.64379882812
114460,49.5829552462352,-109.895139854613,1242.68859863281
